year,race,gestational_age_group,mother_age_group,births,deaths,mortality_rate
2012,Non-Hispanic Black,32-33 weeks,Under 20,1603,33,20.586400499064254
2012,Non-Hispanic Black,32-33 weeks,20-24,3818,55,14.405447878470405
2012,Non-Hispanic Black,32-33 weeks,25-29,2955,59,19.96615905245347
2012,Non-Hispanic Black,32-33 weeks,30-34,2420,40,16.528925619834713
2012,Non-Hispanic Black,32-33 weeks,35-39,1292,18,13.93188854489164
2012,Non-Hispanic Black,32-33 weeks,40 and over,452,5,11.061946902654867
2012,Non-Hispanic Black,34-36 weeks,Under 20,7740,62,8.010335917312663
2012,Non-Hispanic Black,34-36 weeks,20-24,18959,163,8.597499868136506
2012,Non-Hispanic Black,34-36 weeks,25-29,15140,126,8.3223249669749
2012,Non-Hispanic Black,34-36 weeks,30-34,11575,64,5.52915766738661
2012,Non-Hispanic Black,34-36 weeks,35-39,6107,39,6.38611429507123
2012,Non-Hispanic Black,34-36 weeks,40 and over,1977,14,7.081436519979768
2012,Non-Hispanic Black,37-38 weeks,Under 20,18768,96,5.115089514066496
2012,Non-Hispanic Black,37-38 weeks,20-24,50415,266,5.276207477933155
2012,Non-Hispanic Black,37-38 weeks,25-29,40800,178,4.362745098039216
2012,Non-Hispanic Black,37-38 weeks,30-34,29912,105,3.510296870821075
2012,Non-Hispanic Black,37-38 weeks,35-39,14742,46,3.120336453669787
2012,Non-Hispanic Black,37-38 weeks,40 and over,4366,27,6.184150251946862
2012,Non-Hispanic Black,39-41 weeks,Under 20,36987,144,3.893259793981669
2012,Non-Hispanic Black,39-41 weeks,20-24,97084,360,3.7081290428906923
2012,Non-Hispanic Black,39-41 weeks,25-29,77591,180,2.3198566844092743
2012,Non-Hispanic Black,39-41 weeks,30-34,54629,139,2.5444361053652824
2012,Non-Hispanic Black,39-41 weeks,35-39,24838,34,1.3688702794105805
2012,Non-Hispanic Black,39-41 weeks,40 and over,6300,22,3.492063492063492
2012,Non-Hispanic Black,42+ weeks,Under 20,4343,15,3.45383375546857
2012,Non-Hispanic Black,42+ weeks,20-24,10351,42,4.057578977876533
2012,Non-Hispanic Black,42+ weeks,25-29,7660,28,3.655352480417754
2012,Non-Hispanic Black,42+ weeks,30-34,5027,19,3.7795902128506067
2012,Non-Hispanic Black,42+ weeks,35-39,2127,5,2.3507287259050305
2012,Non-Hispanic Black,42+ weeks,40 and over,526,4,7.604562737642586
2012,Non-Hispanic White,<28 weeks,Under 20,839,349,415.9713945172825
2012,Non-Hispanic White,<28 weeks,20-24,2255,868,384.92239467849225
2012,Non-Hispanic White,<28 weeks,25-29,2911,1161,398.832016489179
2012,Non-Hispanic White,<28 weeks,30-34,2747,1103,401.52894066254095
2012,Non-Hispanic White,<28 weeks,35-39,1418,530,373.76586741889986
2012,Non-Hispanic White,<28 weeks,40 and over,425,140,329.4117647058824
2012,Non-Hispanic White,28-31 weeks,Under 20,1363,72,52.82465150403522
2012,Non-Hispanic White,28-31 weeks,20-24,3656,190,51.969365426695845
2012,Non-Hispanic White,28-31 weeks,25-29,5014,221,44.07658556043079
2012,Non-Hispanic White,28-31 weeks,30-34,4888,208,42.5531914893617
2012,Non-Hispanic White,28-31 weeks,35-39,2463,89,36.13479496548924
2012,Non-Hispanic White,28-31 weeks,40 and over,886,40,45.146726862302486
2012,Non-Hispanic White,32-33 weeks,Under 20,1775,41,23.098591549295772
2012,Non-Hispanic White,32-33 weeks,20-24,5286,99,18.728717366628832
2012,Non-Hispanic White,32-33 weeks,25-29,7161,110,15.360983102918587
2012,Non-Hispanic White,32-33 weeks,30-34,7172,117,16.313441160066926
2012,Non-Hispanic White,32-33 weeks,35-39,3697,51,13.794968893697593
2012,Non-Hispanic White,32-33 weeks,40 and over,1334,31,23.238380809595203
2012,Non-Hispanic White,34-36 weeks,Under 20,9685,102,10.531750129065564
2012,Non-Hispanic White,34-36 weeks,20-24,32427,296,9.12819563943627
2012,Non-Hispanic White,34-36 weeks,25-29,43900,306,6.970387243735763
2012,Non-Hispanic White,34-36 weeks,30-34,43355,238,5.489562910852266
2012,Non-Hispanic White,34-36 weeks,35-39,21914,121,5.521584375285206
2012,Non-Hispanic White,34-36 weeks,40 and over,6750,62,9.185185185185185
2012,Non-Hispanic White,37-38 weeks,Under 20,26692,140,5.245017233628053
2012,Non-Hispanic White,37-38 weeks,20-24,101078,447,4.422327311581155
2012,Non-Hispanic White,37-38 weeks,25-29,147228,410,2.7847963702556577
2012,Non-Hispanic White,37-38 weeks,30-34,143113,278,1.9425209449875274
2012,Non-Hispanic White,37-38 weeks,35-39,67337,148,2.1979001143502086
2012,Non-Hispanic White,37-38 weeks,40 and over,17630,43,2.4390243902439024
2012,Non-Hispanic White,39-41 weeks,Under 20,69651,234,3.359607184390748
2012,Non-Hispanic White,39-41 weeks,20-24,264452,683,2.5826993178346167
2012,Non-Hispanic White,39-41 weeks,25-29,394741,621,1.5731834291345463
2012,Non-Hispanic White,39-41 weeks,30-34,370832,435,1.1730379255296197
2012,Non-Hispanic White,39-41 weeks,35-39,153614,179,1.1652583748877055
2012,Non-Hispanic White,39-41 weeks,40 and over,33233,49,1.4744380585562542
2012,Non-Hispanic White,42+ weeks,Under 20,9942,40,4.023335345001006
2012,Non-Hispanic White,42+ weeks,20-24,33220,116,3.4918723660445514
2012,Non-Hispanic White,42+ weeks,25-29,38354,77,2.0076132867497525
2012,Non-Hispanic White,42+ weeks,30-34,29224,56,1.9162332329592116
2012,Non-Hispanic White,42+ weeks,35-39,10671,14,1.311967013400806
2012,Non-Hispanic White,42+ weeks,40 and over,2355,2,0.8492569002123143
2013,Non-Hispanic Black,<28 weeks,Under 20,856,346,404.2056074766355
2013,Non-Hispanic Black,<28 weeks,20-24,2636,1048,397.5720789074355
2013,Non-Hispanic Black,<28 weeks,25-29,2279,949,416.41070645019744
2013,Non-Hispanic Black,<28 weeks,30-34,1976,724,366.39676113360326
2013,Non-Hispanic Black,<28 weeks,35-39,1031,356,345.2958292919496
2013,Non-Hispanic Black,<28 weeks,40 and over,286,85,297.20279720279717
2013,Non-Hispanic Black,28-31 weeks,Under 20,1138,50,43.936731107205624
2013,Non-Hispanic Black,28-31 weeks,20-24,3109,158,50.8201994210357
2013,Non-Hispanic Black,28-31 weeks,25-29,2613,90,34.44316877152698
2013,Non-Hispanic Black,28-31 weeks,30-34,2094,93,44.412607449856736
2013,Non-Hispanic Black,28-31 weeks,35-39,1191,45,37.783375314861466
2013,Non-Hispanic Black,28-31 weeks,40 and over,371,17,45.82210242587601
2013,Non-Hispanic Black,32-33 weeks,Under 20,1445,29,20.069204152249135
2013,Non-Hispanic Black,32-33 weeks,20-24,3647,54,14.806690430490814
2013,Non-Hispanic Black,32-33 weeks,25-29,3066,51,16.634050880626223
2013,Non-Hispanic Black,32-33 weeks,30-34,2469,31,12.555690562980963
2013,Non-Hispanic Black,32-33 weeks,35-39,1251,15,11.990407673860911
2013,Non-Hispanic Black,32-33 weeks,40 and over,484,9,18.59504132231405
2013,Non-Hispanic Black,34-36 weeks,Under 20,6605,50,7.57002271006813
2013,Non-Hispanic Black,34-36 weeks,20-24,18228,178,9.765196401141102
2013,Non-Hispanic Black,34-36 weeks,25-29,15218,118,7.753975555263503
2013,Non-Hispanic Black,34-36 weeks,30-34,11835,72,6.083650190114068
2013,Non-Hispanic Black,34-36 weeks,35-39,6336,57,8.996212121212121
2013,Non-Hispanic Black,34-36 weeks,40 and over,2061,23,11.159631246967491
2013,Non-Hispanic Black,37-38 weeks,Under 20,16330,86,5.266380894060012
2013,Non-Hispanic Black,37-38 weeks,20-24,49604,217,4.374647205870494
2013,Non-Hispanic Black,37-38 weeks,25-29,42188,194,4.598464018204229
2013,Non-Hispanic Black,37-38 weeks,30-34,31397,98,3.1213173233111444
2013,Non-Hispanic Black,37-38 weeks,35-39,15656,52,3.321410321921308
2013,Non-Hispanic Black,37-38 weeks,40 and over,4435,14,3.156708004509583
2013,Non-Hispanic Black,39-41 weeks,Under 20,32423,134,4.132868642630232
2013,Non-Hispanic Black,39-41 weeks,20-24,97144,329,3.386724862060446
2013,Non-Hispanic Black,39-41 weeks,25-29,80149,225,2.807271456911502
2013,Non-Hispanic Black,39-41 weeks,30-34,57305,133,2.3209144053747495
2013,Non-Hispanic Black,39-41 weeks,35-39,25684,59,2.2971499766391528
2013,Non-Hispanic Black,39-41 weeks,40 and over,6671,24,3.597661520011992
2013,Non-Hispanic Black,42+ weeks,Under 20,3718,18,4.841312533620226
2013,Non-Hispanic Black,42+ weeks,20-24,10330,41,3.969022265246854
2013,Non-Hispanic Black,42+ weeks,25-29,7683,21,2.7333073018352207
2013,Non-Hispanic Black,42+ weeks,30-34,5118,16,3.126221180148496
2013,Non-Hispanic Black,42+ weeks,35-39,2145,7,3.2634032634032635
2013,Non-Hispanic Black,42+ weeks,40 and over,572,1,1.7482517482517483
2013,Non-Hispanic White,<28 weeks,Under 20,793,339,427.4905422446406
2013,Non-Hispanic White,<28 weeks,20-24,2167,871,401.93816335948316
2013,Non-Hispanic White,<28 weeks,25-29,2806,1106,394.15538132573056
2013,Non-Hispanic White,<28 weeks,30-34,2654,1066,401.65787490580254
2013,Non-Hispanic White,<28 weeks,35-39,1443,550,381.1503811503811
2013,Non-Hispanic White,<28 weeks,40 and over,448,179,399.55357142857144
2013,Non-Hispanic White,28-31 weeks,Under 20,1224,63,51.470588235294116
2013,Non-Hispanic White,28-31 weeks,20-24,3592,161,44.82182628062361
2013,Non-Hispanic White,28-31 weeks,25-29,4890,223,45.60327198364008
2013,Non-Hispanic White,28-31 weeks,30-34,5220,184,35.24904214559387
2013,Non-Hispanic White,28-31 weeks,35-39,2484,97,39.049919484702095
2013,Non-Hispanic White,28-31 weeks,40 and over,861,36,41.811846689895475
2013,Non-Hispanic White,32-33 weeks,Under 20,1530,33,21.56862745098039
2013,Non-Hispanic White,32-33 weeks,20-24,5219,120,22.99291051925656
2013,Non-Hispanic White,32-33 weeks,25-29,7302,125,17.118597644480964
2013,Non-Hispanic White,32-33 weeks,30-34,7546,114,15.107341637953882
2013,Non-Hispanic White,32-33 weeks,35-39,3761,38,10.103695825578303
2013,Non-Hispanic White,32-33 weeks,40 and over,1343,25,18.615040953090094
2013,Non-Hispanic White,34-36 weeks,Under 20,8756,116,13.248058474189127
2013,Non-Hispanic White,34-36 weeks,20-24,30957,279,9.012501211357689
2013,Non-Hispanic White,34-36 weeks,25-29,43458,317,7.294399190022551
2013,Non-Hispanic White,34-36 weeks,30-34,43219,248,5.7382169878988405
2013,Non-Hispanic White,34-36 weeks,35-39,22046,108,4.898847863558015
2013,Non-Hispanic White,34-36 weeks,40 and over,6423,52,8.095905340183714
2013,Non-Hispanic White,37-38 weeks,Under 20,24060,126,5.236907730673317
2013,Non-Hispanic White,37-38 weeks,20-24,96686,399,4.126760854725607
2013,Non-Hispanic White,37-38 weeks,25-29,143221,449,3.135015116498279
2013,Non-Hispanic White,37-38 weeks,30-34,143700,333,2.317327766179541
2013,Non-Hispanic White,37-38 weeks,35-39,68614,158,2.3027370507476608
2013,Non-Hispanic White,37-38 weeks,40 and over,17345,58,3.3439031421158836
2013,Non-Hispanic White,39-41 weeks,Under 20,62806,197,3.136642995892112
2013,Non-Hispanic White,39-41 weeks,20-24,258924,682,2.6339775378103227
2013,Non-Hispanic White,39-41 weeks,25-29,395380,647,1.6364004249076838
2013,Non-Hispanic White,39-41 weeks,30-34,385953,466,1.2074009011459943
2013,Non-Hispanic White,39-41 weeks,35-39,159114,177,1.112409970210038
2013,Non-Hispanic White,39-41 weeks,40 and over,32459,65,2.0025262639021535
2013,Non-Hispanic White,42+ weeks,Under 20,8782,25,2.846731951719426
2013,Non-Hispanic White,42+ weeks,20-24,32065,87,2.7132387338219246
2013,Non-Hispanic White,42+ weeks,25-29,38590,80,2.0730759264058047
2013,Non-Hispanic White,42+ weeks,30-34,30724,55,1.7901314932951438
2013,Non-Hispanic White,42+ weeks,35-39,10995,23,2.0918599363346972
2013,Non-Hispanic White,42+ weeks,40 and over,2276,6,2.6362038664323375
2014,Non-Hispanic Black,<28 weeks,Under 20,769,324,421.32639791937584
2014,Non-Hispanic Black,<28 weeks,20-24,2335,958,410.2783725910064
2014,Non-Hispanic Black,<28 weeks,25-29,2229,911,408.7034544638852
2014,Non-Hispanic Black,<28 weeks,30-34,1780,700,393.2584269662922
2014,Non-Hispanic Black,<28 weeks,35-39,1014,373,367.8500986193294
2014,Non-Hispanic Black,<28 weeks,40 and over,268,79,294.7761194029851
2014,Non-Hispanic Black,28-31 weeks,Under 20,954,52,54.50733752620545
2014,Non-Hispanic Black,28-31 weeks,20-24,2771,148,53.4103211836882
2014,Non-Hispanic Black,28-31 weeks,25-29,2514,95,37.78838504375497
2014,Non-Hispanic Black,28-31 weeks,30-34,2009,73,36.336485813837726
2014,Non-Hispanic Black,28-31 weeks,35-39,1242,57,45.893719806763286
2014,Non-Hispanic Black,28-31 weeks,40 and over,410,13,31.70731707317073
2014,Non-Hispanic Black,32-33 weeks,Under 20,1113,20,17.969451931716083
2014,Non-Hispanic Black,32-33 weeks,20-24,3471,61,17.574186113511956
2014,Non-Hispanic Black,32-33 weeks,25-29,3027,47,15.526924347538818
2014,Non-Hispanic Black,32-33 weeks,30-34,2331,31,13.299013299013298
2014,Non-Hispanic Black,32-33 weeks,35-39,1326,23,17.345399698340877
2014,Non-Hispanic Black,32-33 weeks,40 and over,422,13,30.805687203791468
2014,Non-Hispanic Black,34-36 weeks,Under 20,5356,54,10.08215085884989
2014,Non-Hispanic Black,34-36 weeks,20-24,17237,151,8.760225097174683
2014,Non-Hispanic Black,34-36 weeks,25-29,15284,133,8.701910494634912
2014,Non-Hispanic Black,34-36 weeks,30-34,11493,80,6.960758722700774
2014,Non-Hispanic Black,34-36 weeks,35-39,6346,45,7.091080995902931
2014,Non-Hispanic Black,34-36 weeks,40 and over,1954,21,10.747185261003072
2014,Non-Hispanic Black,37-38 weeks,Under 20,13112,56,4.270896888346553
2014,Non-Hispanic Black,37-38 weeks,20-24,45410,229,5.042942083241576
2014,Non-Hispanic Black,37-38 weeks,25-29,40681,150,3.6872249944691626
2014,Non-Hispanic Black,37-38 weeks,30-34,30377,84,2.7652500246897325
2014,Non-Hispanic Black,37-38 weeks,35-39,15801,56,3.5440794886399596
2014,Non-Hispanic Black,37-38 weeks,40 and over,4272,17,3.9794007490636707
2014,Non-Hispanic Black,39-41 weeks,Under 20,26217,126,4.806041881222108
2014,Non-Hispanic Black,39-41 weeks,20-24,87814,309,3.518801102329925
2014,Non-Hispanic Black,39-41 weeks,25-29,77639,204,2.6275454346398073
2014,Non-Hispanic Black,39-41 weeks,30-34,55380,122,2.2029613578909353
2014,Non-Hispanic Black,39-41 weeks,35-39,25184,36,1.4294790343074968
2014,Non-Hispanic Black,39-41 weeks,40 and over,6104,19,3.112712975098296
2014,Non-Hispanic Black,42+ weeks,Under 20,3026,9,2.974223397224058
2014,Non-Hispanic Black,42+ weeks,20-24,9593,41,4.273949755029709
2014,Non-Hispanic Black,42+ weeks,25-29,8117,29,3.5727485524208453
2014,Non-Hispanic Black,42+ weeks,30-34,5060,18,3.5573122529644268
2014,Non-Hispanic Black,42+ weeks,35-39,2288,8,3.4965034965034967
2014,Non-Hispanic Black,42+ weeks,40 and over,584,2,3.4246575342465753
2014,Non-Hispanic White,<28 weeks,Under 20,694,265,381.8443804034582
2014,Non-Hispanic White,<28 weeks,20-24,2001,762,380.80959520239884
2014,Non-Hispanic White,<28 weeks,25-29,2832,1177,415.6073446327684
2014,Non-Hispanic White,<28 weeks,30-34,2663,1056,396.54524971836275
2014,Non-Hispanic White,<28 weeks,35-39,1334,477,357.5712143928036
2014,Non-Hispanic White,<28 weeks,40 and over,404,149,368.81188118811883
2014,Non-Hispanic White,28-31 weeks,Under 20,1048,60,57.25190839694656
2014,Non-Hispanic White,28-31 weeks,20-24,3334,167,50.08998200359928
2014,Non-Hispanic White,28-31 weeks,25-29,4629,214,46.230287319075394
2014,Non-Hispanic White,28-31 weeks,30-34,4905,201,40.97859327217125
2014,Non-Hispanic White,28-31 weeks,35-39,2479,84,33.88463089955628
2014,Non-Hispanic White,28-31 weeks,40 and over,786,30,38.16793893129771
2014,Non-Hispanic White,32-33 weeks,Under 20,1383,25,18.076644974692698
2014,Non-Hispanic White,32-33 weeks,20-24,4979,100,20.08435428800964
2014,Non-Hispanic White,32-33 weeks,25-29,6907,105,15.201969016939337
2014,Non-Hispanic White,32-33 weeks,30-34,7352,120,16.32208922742111
2014,Non-Hispanic White,32-33 weeks,35-39,3706,50,13.491635186184567
2014,Non-Hispanic White,32-33 weeks,40 and over,1055,19,18.009478672985782
2014,Non-Hispanic White,34-36 weeks,Under 20,7667,74,9.65175427155341
2014,Non-Hispanic White,34-36 weeks,20-24,28933,249,8.606089931911658
2014,Non-Hispanic White,34-36 weeks,25-29,41989,343,8.168806115887495
2014,Non-Hispanic White,34-36 weeks,30-34,42991,262,6.094298806726989
2014,Non-Hispanic White,34-36 weeks,35-39,21929,121,5.517807469560856
2014,Non-Hispanic White,34-36 weeks,40 and over,6053,49,8.095159425078473
2014,Non-Hispanic White,37-38 weeks,Under 20,21227,114,5.370518679040844
2014,Non-Hispanic White,37-38 weeks,20-24,90353,379,4.194658727435724
2014,Non-Hispanic White,37-38 weeks,25-29,138711,384,2.7683456971689338
2014,Non-Hispanic White,37-38 weeks,30-34,140264,339,2.4168710431757257
2014,Non-Hispanic White,37-38 weeks,35-39,66693,156,2.3390760649543427
2014,Non-Hispanic White,37-38 weeks,40 and over,15861,54,3.404577264989597
2014,Non-Hispanic White,39-41 weeks,Under 20,55121,216,3.9186516935469244
2014,Non-Hispanic White,39-41 weeks,20-24,242343,584,2.4098075867675157
2014,Non-Hispanic White,39-41 weeks,25-29,385992,593,1.5363012704926526
2014,Non-Hispanic White,39-41 weeks,30-34,379433,446,1.1754380878837634
2014,Non-Hispanic White,39-41 weeks,35-39,156187,183,1.171672418319066
2014,Non-Hispanic White,39-41 weeks,40 and over,29752,46,1.5461145469212154
2014,Non-Hispanic White,42+ weeks,Under 20,7709,26,3.372681281618887
2014,Non-Hispanic White,42+ weeks,20-24,29939,108,3.607334914325796
2014,Non-Hispanic White,42+ weeks,25-29,37584,81,2.155172413793103
2014,Non-Hispanic White,42+ weeks,30-34,30358,57,1.877594044403452
2014,Non-Hispanic White,42+ weeks,35-39,11029,22,1.994741137002448
2014,Non-Hispanic White,42+ weeks,40 and over,2132,6,2.8142589118198873
2015,Non-Hispanic Black,<28 weeks,Under 20,670,267,398.5074626865672
2015,Non-Hispanic Black,<28 weeks,20-24,2306,919,398.52558542931484
2015,Non-Hispanic Black,<28 weeks,25-29,2374,914,385.00421229991576
2015,Non-Hispanic Black,<28 weeks,30-34,1949,690,354.0277065161621
2015,Non-Hispanic Black,<28 weeks,35-39,1059,383,361.66194523135033
2015,Non-Hispanic Black,<28 weeks,40 and over,268,103,384.32835820895525
2015,Non-Hispanic Black,28-31 weeks,Under 20,835,52,62.27544910179641
2015,Non-Hispanic Black,28-31 weeks,20-24,2782,152,54.636951833213516
2015,Non-Hispanic Black,28-31 weeks,25-29,2642,119,45.041635124905376
2015,Non-Hispanic Black,28-31 weeks,30-34,2002,92,45.95404595404595
2015,Non-Hispanic Black,28-31 weeks,35-39,1234,61,49.43273905996758
2015,Non-Hispanic Black,28-31 weeks,40 and over,387,19,49.09560723514212
2015,Non-Hispanic Black,32-33 weeks,Under 20,1174,24,20.442930153321974
2015,Non-Hispanic Black,32-33 weeks,20-24,3344,66,19.736842105263158
2015,Non-Hispanic Black,32-33 weeks,25-29,3264,70,21.44607843137255
2015,Non-Hispanic Black,32-33 weeks,30-34,2453,34,13.860578883000407
2015,Non-Hispanic Black,32-33 weeks,35-39,1562,27,17.285531370038413
2015,Non-Hispanic Black,32-33 weeks,40 and over,476,8,16.80672268907563
2015,Non-Hispanic Black,34-36 weeks,Under 20,4954,43,8.679854662898666
2015,Non-Hispanic Black,34-36 weeks,20-24,16316,157,9.622456484432458
2015,Non-Hispanic Black,34-36 weeks,25-29,15730,131,8.328035600762872
2015,Non-Hispanic Black,34-36 weeks,30-34,11946,87,7.282772476142641
2015,Non-Hispanic Black,34-36 weeks,35-39,6826,50,7.32493407559332
2015,Non-Hispanic Black,34-36 weeks,40 and over,2110,24,11.374407582938389
2015,Non-Hispanic Black,37-38 weeks,Under 20,12331,60,4.8657854188630285
2015,Non-Hispanic Black,37-38 weeks,20-24,44678,233,5.215094677469895
2015,Non-Hispanic Black,37-38 weeks,25-29,43160,194,4.494902687673773
2015,Non-Hispanic Black,37-38 weeks,30-34,31777,107,3.367215281492904
2015,Non-Hispanic Black,37-38 weeks,35-39,17068,60,3.515350363252871
2015,Non-Hispanic Black,37-38 weeks,40 and over,4598,28,6.089604175728578
2015,Non-Hispanic Black,39-41 weeks,Under 20,23933,94,3.9276313040571598
2015,Non-Hispanic Black,39-41 weeks,20-24,85549,336,3.9275736712293536
2015,Non-Hispanic Black,39-41 weeks,25-29,81287,238,2.9278974497767174
2015,Non-Hispanic Black,39-41 weeks,30-34,57838,135,2.334105605311387
2015,Non-Hispanic Black,39-41 weeks,35-39,27480,62,2.2561863173216885
2015,Non-Hispanic Black,39-41 weeks,40 and over,6482,17,2.6226473310706573
2015,Non-Hispanic Black,42+ weeks,Under 20,2718,7,2.57542310522443
2015,Non-Hispanic Black,42+ weeks,20-24,8898,37,4.158237806248596
2015,Non-Hispanic Black,42+ weeks,25-29,7995,27,3.377110694183865
2015,Non-Hispanic Black,42+ weeks,30-34,5380,16,2.973977695167286
2015,Non-Hispanic Black,42+ weeks,35-39,2299,6,2.609830361026533
2015,Non-Hispanic Black,42+ weeks,40 and over,639,4,6.259780907668231
2015,Non-Hispanic White,<28 weeks,Under 20,572,247,431.8181818181818
2015,Non-Hispanic White,<28 weeks,20-24,1808,695,384.4026548672566
2015,Non-Hispanic White,<28 weeks,25-29,2726,1131,414.8936170212766
2015,Non-Hispanic White,<28 weeks,30-34,2651,965,364.0135797812146
2015,Non-Hispanic White,<28 weeks,35-39,1406,515,366.2873399715505
2015,Non-Hispanic White,<28 weeks,40 and over,391,137,350.38363171355496
2015,Non-Hispanic White,28-31 weeks,Under 20,968,63,65.08264462809917
2015,Non-Hispanic White,28-31 weeks,20-24,3361,186,55.340672418922935
2015,Non-Hispanic White,28-31 weeks,25-29,4751,197,41.46495474636919
2015,Non-Hispanic White,28-31 weeks,30-34,4971,206,41.44035405351036
2015,Non-Hispanic White,28-31 weeks,35-39,2591,109,42.06869934388267
2015,Non-Hispanic White,28-31 weeks,40 and over,774,31,40.0516795865633
2015,Non-Hispanic White,32-33 weeks,Under 20,1339,25,18.6706497386109
2015,Non-Hispanic White,32-33 weeks,20-24,4729,95,20.088813702685556
2015,Non-Hispanic White,32-33 weeks,25-29,7094,120,16.91570341133352
2015,Non-Hispanic White,32-33 weeks,30-34,7301,113,15.477331872346255
2015,Non-Hispanic White,32-33 weeks,35-39,3865,54,13.971539456662354
2015,Non-Hispanic White,32-33 weeks,40 and over,1120,11,9.821428571428571
2015,Non-Hispanic White,34-36 weeks,Under 20,6974,70,10.037281330656725
2015,Non-Hispanic White,34-36 weeks,20-24,27712,250,9.02136258660508
2015,Non-Hispanic White,34-36 weeks,25-29,41888,318,7.591673032849504
2015,Non-Hispanic White,34-36 weeks,30-34,43406,257,5.920840436805972
2015,Non-Hispanic White,34-36 weeks,35-39,22883,146,6.380282305641743
2015,Non-Hispanic White,34-36 weeks,40 and over,6140,48,7.817589576547231
2015,Non-Hispanic White,37-38 weeks,Under 20,19656,96,4.884004884004884
2015,Non-Hispanic White,37-38 weeks,20-24,86690,354,4.083515976467874
2015,Non-Hispanic White,37-38 weeks,25-29,139332,441,3.1651020583929035
2015,Non-Hispanic White,37-38 weeks,30-34,143791,359,2.4966792080171913
2015,Non-Hispanic White,37-38 weeks,35-39,70809,159,2.24547726983858
2015,Non-Hispanic White,37-38 weeks,40 and over,16116,55,3.412757508066518
2015,Non-Hispanic White,39-41 weeks,Under 20,50707,172,3.3920366024414776
2015,Non-Hispanic White,39-41 weeks,20-24,232582,619,2.6614269375962025
2015,Non-Hispanic White,39-41 weeks,25-29,388203,646,1.6640778149576383
2015,Non-Hispanic White,39-41 weeks,30-34,391038,444,1.1354395225016494
2015,Non-Hispanic White,39-41 weeks,35-39,166094,195,1.1740339807578841
2015,Non-Hispanic White,39-41 weeks,40 and over,30365,67,2.2064877325868597
2015,Non-Hispanic White,42+ weeks,Under 20,6825,23,3.36996336996337
2015,Non-Hispanic White,42+ weeks,20-24,27654,108,3.9054024734215664
2015,Non-Hispanic White,42+ weeks,25-29,37267,88,2.3613384495666407
2015,Non-Hispanic White,42+ weeks,30-34,30457,57,1.8714909544603868
2015,Non-Hispanic White,42+ weeks,35-39,11311,22,1.9450092829988506
2015,Non-Hispanic White,42+ weeks,40 and over,2177,6,2.756086357372531
2016,Non-Hispanic Black,<28 weeks,Under 20,675,268,397.037037037037
2016,Non-Hispanic Black,<28 weeks,20-24,2211,896,405.2464947987336
2016,Non-Hispanic Black,<28 weeks,25-29,2416,946,391.55629139072846
2016,Non-Hispanic Black,<28 weeks,30-34,1878,724,385.5165069222577
2016,Non-Hispanic Black,<28 weeks,35-39,1117,404,361.6830796777081
2016,Non-Hispanic Black,<28 weeks,40 and over,297,98,329.96632996632997
2016,Non-Hispanic Black,28-31 weeks,Under 20,826,32,38.7409200968523
2016,Non-Hispanic Black,28-31 weeks,20-24,2655,130,48.964218455743875
2016,Non-Hispanic Black,28-31 weeks,25-29,2683,96,35.78084234066343
2016,Non-Hispanic Black,28-31 weeks,30-34,2121,81,38.18953323903819
2016,Non-Hispanic Black,28-31 weeks,35-39,1337,50,37.397157816005986
2016,Non-Hispanic Black,28-31 weeks,40 and over,391,15,38.36317135549872
2016,Non-Hispanic Black,32-33 weeks,Under 20,1053,21,19.943019943019944
2016,Non-Hispanic Black,32-33 weeks,20-24,3196,65,20.337922403003752
2016,Non-Hispanic Black,32-33 weeks,25-29,3345,48,14.349775784753364
2016,Non-Hispanic Black,32-33 weeks,30-34,2583,35,13.550135501355014
2016,Non-Hispanic Black,32-33 weeks,35-39,1647,25,15.179113539769277
2016,Non-Hispanic Black,32-33 weeks,40 and over,496,6,12.096774193548386
2016,Non-Hispanic Black,34-36 weeks,Under 20,4820,45,9.336099585062241
2016,Non-Hispanic Black,34-36 weeks,20-24,15732,168,10.678871090770405
2016,Non-Hispanic Black,34-36 weeks,25-29,16609,143,8.609789872960443
2016,Non-Hispanic Black,34-36 weeks,30-34,12450,100,8.032128514056224
2016,Non-Hispanic Black,34-36 weeks,35-39,7562,57,7.537688442211055
2016,Non-Hispanic Black,34-36 weeks,40 and over,2208,23,10.416666666666666
2016,Non-Hispanic Black,37-38 weeks,Under 20,11513,62,5.385216711543473
2016,Non-Hispanic Black,37-38 weeks,20-24,42002,224,5.333079377172515
2016,Non-Hispanic Black,37-38 weeks,25-29,45132,204,4.520074448285031
2016,Non-Hispanic Black,37-38 weeks,30-34,33381,106,3.1754590934963005
2016,Non-Hispanic Black,37-38 weeks,35-39,18584,66,3.5514421007318124
2016,Non-Hispanic Black,37-38 weeks,40 and over,5068,34,6.708760852407261
2016,Non-Hispanic Black,39-41 weeks,Under 20,21784,105,4.820051413881748
2016,Non-Hispanic Black,39-41 weeks,20-24,79286,302,3.808995282899881
2016,Non-Hispanic Black,39-41 weeks,25-29,84562,247,2.9209337527494617
2016,Non-Hispanic Black,39-41 weeks,30-34,60566,139,2.2950170062411255
2016,Non-Hispanic Black,39-41 weeks,35-39,29219,56,1.9165611417228516
2016,Non-Hispanic Black,39-41 weeks,40 and over,6614,32,4.838221953432114
