year,race,gestational_age_group,mother_age_group,births,deaths,mortality_rate
2007,Non-Hispanic White,37-38 weeks,40 and over,21668,68,3.1382684142514305
2007,Non-Hispanic White,39-41 weeks,Under 20,94335,367,3.890390629140828
2007,Non-Hispanic White,39-41 weeks,20-24,288186,804,2.789864878932356
2007,Non-Hispanic White,39-41 weeks,25-29,375911,612,1.6280449361684017
2007,Non-Hispanic White,39-41 weeks,30-34,310493,355,1.1433430061225214
2007,Non-Hispanic White,39-41 weeks,35-39,156695,208,1.327419509237691
2007,Non-Hispanic White,39-41 weeks,40 and over,32007,73,2.280751085700003
2007,Non-Hispanic White,42+ weeks,Under 20,14527,57,3.923728230192056
2007,Non-Hispanic White,42+ weeks,20-24,38137,123,3.2252143587592106
2007,Non-Hispanic White,42+ weeks,25-29,37884,84,2.2172949002217295
2007,Non-Hispanic White,42+ weeks,30-34,25376,33,1.3004413619167718
2007,Non-Hispanic White,42+ weeks,35-39,11234,19,1.6912942852056256
2007,Non-Hispanic White,42+ weeks,40 and over,2405,6,2.494802494802495
2008,Non-Hispanic Black,<28 weeks,Under 20,1716,768,447.5524475524476
2008,Non-Hispanic Black,<28 weeks,20-24,2879,1268,440.4307051059396
2008,Non-Hispanic Black,<28 weeks,25-29,2430,1037,426.7489711934156
2008,Non-Hispanic Black,<28 weeks,30-34,1715,691,402.91545189504376
2008,Non-Hispanic Black,<28 weeks,35-39,1023,435,425.21994134897363
2008,Non-Hispanic Black,<28 weeks,40 and over,287,93,324.0418118466899
2008,Non-Hispanic Black,28-31 weeks,Under 20,2041,104,50.955414012738856
2008,Non-Hispanic Black,28-31 weeks,20-24,3310,195,58.912386706948645
2008,Non-Hispanic Black,28-31 weeks,25-29,2714,134,49.37361827560796
2008,Non-Hispanic Black,28-31 weeks,30-34,1869,86,46.013911182450514
2008,Non-Hispanic Black,28-31 weeks,35-39,1210,53,43.80165289256199
2008,Non-Hispanic Black,28-31 weeks,40 and over,369,19,51.490514905149055
2008,Non-Hispanic Black,32-33 weeks,Under 20,2620,53,20.229007633587788
2008,Non-Hispanic Black,32-33 weeks,20-24,4392,81,18.442622950819672
2008,Non-Hispanic Black,32-33 weeks,25-29,3486,68,19.506597819850832
2008,Non-Hispanic Black,32-33 weeks,30-34,2287,30,13.117621337997376
2008,Non-Hispanic Black,32-33 weeks,35-39,1437,26,18.093249826026444
2008,Non-Hispanic Black,32-33 weeks,40 and over,407,15,36.85503685503686
2008,Non-Hispanic Black,34-36 weeks,Under 20,11946,102,8.538422903063788
2008,Non-Hispanic Black,34-36 weeks,20-24,21541,197,9.145350726521517
2008,Non-Hispanic Black,34-36 weeks,25-29,17111,131,7.65589386944071
2008,Non-Hispanic Black,34-36 weeks,30-34,11160,97,8.691756272401433
2008,Non-Hispanic Black,34-36 weeks,35-39,6314,51,8.077288565093443
2008,Non-Hispanic Black,34-36 weeks,40 and over,1823,23,12.616566099835437
2008,Non-Hispanic Black,37-38 weeks,Under 20,28345,148,5.221379431998589
2008,Non-Hispanic Black,37-38 weeks,20-24,56829,274,4.821481989829137
2008,Non-Hispanic Black,37-38 weeks,25-29,46658,185,3.9650220755283123
2008,Non-Hispanic Black,37-38 weeks,30-34,29705,87,2.9287998653425347
2008,Non-Hispanic Black,37-38 weeks,35-39,15697,58,3.694973561827101
2008,Non-Hispanic Black,37-38 weeks,40 and over,4112,16,3.8910505836575875
2008,Non-Hispanic Black,39-41 weeks,Under 20,52584,223,4.240833713677165
2008,Non-Hispanic Black,39-41 weeks,20-24,96913,366,3.7765831209435263
2008,Non-Hispanic Black,39-41 weeks,25-29,75093,220,2.929700504707496
2008,Non-Hispanic Black,39-41 weeks,30-34,46301,100,2.1597805662944647
2008,Non-Hispanic Black,39-41 weeks,35-39,22345,57,2.550906243007384
2008,Non-Hispanic Black,39-41 weeks,40 and over,5516,22,3.9883973894126177
2008,Non-Hispanic Black,42+ weeks,Under 20,6498,31,4.770698676515852
2008,Non-Hispanic Black,42+ weeks,20-24,11038,52,4.710998369269795
2008,Non-Hispanic Black,42+ weeks,25-29,8110,33,4.06905055487053
2008,Non-Hispanic Black,42+ weeks,30-34,4504,16,3.552397868561279
2008,Non-Hispanic Black,42+ weeks,35-39,2156,11,5.1020408163265305
2008,Non-Hispanic Black,42+ weeks,40 and over,549,4,7.285974499089253
2008,Non-Hispanic White,<28 weeks,Under 20,1253,563,449.3216280925778
2008,Non-Hispanic White,<28 weeks,20-24,2523,1039,411.8113357114546
2008,Non-Hispanic White,<28 weeks,25-29,2980,1237,415.1006711409396
2008,Non-Hispanic White,<28 weeks,30-34,2511,1049,417.7618478693748
2008,Non-Hispanic White,<28 weeks,35-39,1665,666,400
2008,Non-Hispanic White,<28 weeks,40 and over,468,185,395.29914529914527
2008,Non-Hispanic White,28-31 weeks,Under 20,1883,108,57.35528412108338
2008,Non-Hispanic White,28-31 weeks,20-24,4356,230,52.80073461891644
2008,Non-Hispanic White,28-31 weeks,25-29,5391,261,48.41402337228715
2008,Non-Hispanic White,28-31 weeks,30-34,4725,178,37.67195767195767
2008,Non-Hispanic White,28-31 weeks,35-39,2985,122,40.871021775544385
2008,Non-Hispanic White,28-31 weeks,40 and over,1031,38,36.85741998060136
2008,Non-Hispanic White,32-33 weeks,Under 20,2552,59,23.11912225705329
2008,Non-Hispanic White,32-33 weeks,20-24,6457,149,23.07573176397708
2008,Non-Hispanic White,32-33 weeks,25-29,7958,153,19.225936164865544
2008,Non-Hispanic White,32-33 weeks,30-34,7028,113,16.078542970973253
2008,Non-Hispanic White,32-33 weeks,35-39,4402,53,12.039981826442526
2008,Non-Hispanic White,32-33 weeks,40 and over,1436,28,19.498607242339833
2008,Non-Hispanic White,34-36 weeks,Under 20,14436,156,10.80631753948462
2008,Non-Hispanic White,34-36 weeks,20-24,39871,402,10.082516114469163
2008,Non-Hispanic White,34-36 weeks,25-29,50938,354,6.949625034355491
2008,Non-Hispanic White,34-36 weeks,30-34,45045,243,5.394605394605395
2008,Non-Hispanic White,34-36 weeks,35-39,26486,155,5.852148304764782
2008,Non-Hispanic White,34-36 weeks,40 and over,7348,49,6.668481219379423
2008,Non-Hispanic White,37-38 weeks,Under 20,40526,229,5.650693382026353
2008,Non-Hispanic White,37-38 weeks,20-24,132521,581,4.3842108043253525
2008,Non-Hispanic White,37-38 weeks,25-29,180003,465,2.5832902784953586
2008,Non-Hispanic White,37-38 weeks,30-34,158048,313,1.9804110143753795
2008,Non-Hispanic White,37-38 weeks,35-39,86650,200,2.308136180034622
2008,Non-Hispanic White,37-38 weeks,40 and over,20608,60,2.9114906832298133
2008,Non-Hispanic White,39-41 weeks,Under 20,93747,337,3.5947816996810564
2008,Non-Hispanic White,39-41 weeks,20-24,286070,805,2.81399657426504
2008,Non-Hispanic White,39-41 weeks,25-29,382999,621,1.6214141551283423
2008,Non-Hispanic White,39-41 weeks,30-34,317254,389,1.226146872852667
2008,Non-Hispanic White,39-41 weeks,35-39,152971,182,1.1897679952409281
2008,Non-Hispanic White,39-41 weeks,40 and over,32403,62,1.9134030799617319
2008,Non-Hispanic White,42+ weeks,Under 20,14367,42,2.9233660471914806
2008,Non-Hispanic White,42+ weeks,20-24,37613,124,3.296732512695079
2008,Non-Hispanic White,42+ weeks,25-29,38122,77,2.0198310686742564
2008,Non-Hispanic White,42+ weeks,30-34,25705,44,1.7117292355572846
2008,Non-Hispanic White,42+ weeks,35-39,11220,28,2.4955436720142603
2008,Non-Hispanic White,42+ weeks,40 and over,2395,7,2.922755741127349
2009,Non-Hispanic Black,<28 weeks,Under 20,1499,635,423.61574382921947
2009,Non-Hispanic Black,<28 weeks,20-24,2838,1187,418.25229034531355
2009,Non-Hispanic Black,<28 weeks,25-29,2557,1021,399.2960500586625
2009,Non-Hispanic Black,<28 weeks,30-34,1753,712,406.16086708499716
2009,Non-Hispanic Black,<28 weeks,35-39,1042,414,397.3128598848368
2009,Non-Hispanic Black,<28 weeks,40 and over,271,91,335.79335793357933
2009,Non-Hispanic Black,28-31 weeks,Under 20,1849,108,58.409951325040566
2009,Non-Hispanic Black,28-31 weeks,20-24,3367,175,51.975051975051976
2009,Non-Hispanic Black,28-31 weeks,25-29,2691,154,57.227796358231146
2009,Non-Hispanic Black,28-31 weeks,30-34,1944,77,39.609053497942384
2009,Non-Hispanic Black,28-31 weeks,35-39,1203,57,47.38154613466334
2009,Non-Hispanic Black,28-31 weeks,40 and over,302,23,76.15894039735099
2009,Non-Hispanic Black,32-33 weeks,Under 20,2422,32,13.212221304706853
2009,Non-Hispanic Black,32-33 weeks,20-24,4195,80,19.07032181168057
2009,Non-Hispanic Black,32-33 weeks,25-29,3305,67,20.27231467473525
2009,Non-Hispanic Black,32-33 weeks,30-34,2283,32,14.01664476565922
2009,Non-Hispanic Black,32-33 weeks,35-39,1296,16,12.345679012345679
2009,Non-Hispanic Black,32-33 weeks,40 and over,391,10,25.57544757033248
2009,Non-Hispanic Black,34-36 weeks,Under 20,11177,91,8.141719602755659
2009,Non-Hispanic Black,34-36 weeks,20-24,21088,214,10.147951441578147
2009,Non-Hispanic Black,34-36 weeks,25-29,16515,127,7.689978807145019
2009,Non-Hispanic Black,34-36 weeks,30-34,11205,85,7.585899152164213
2009,Non-Hispanic Black,34-36 weeks,35-39,6365,59,9.26944226237235
2009,Non-Hispanic Black,34-36 weeks,40 and over,1916,21,10.960334029227559
2009,Non-Hispanic Black,37-38 weeks,Under 20,26972,135,5.005190567996441
2009,Non-Hispanic Black,37-38 weeks,20-24,55612,297,5.340573976839531
2009,Non-Hispanic Black,37-38 weeks,25-29,45396,167,3.678738214820689
2009,Non-Hispanic Black,37-38 weeks,30-34,30019,98,3.264599087244745
2009,Non-Hispanic Black,37-38 weeks,35-39,15562,49,3.148695540418969
2009,Non-Hispanic Black,37-38 weeks,40 and over,4191,17,4.056311142925317
2009,Non-Hispanic Black,39-41 weeks,Under 20,49593,187,3.770693444639364
2009,Non-Hispanic Black,39-41 weeks,20-24,95491,362,3.790933176948613
2009,Non-Hispanic Black,39-41 weeks,25-29,74453,205,2.7534149060481106
2009,Non-Hispanic Black,39-41 weeks,30-34,46876,119,2.538612509599795
2009,Non-Hispanic Black,39-41 weeks,35-39,22306,42,1.882901461490182
2009,Non-Hispanic Black,39-41 weeks,40 and over,5500,16,2.9090909090909087
2009,Non-Hispanic Black,42+ weeks,Under 20,5767,38,6.589214496271892
2009,Non-Hispanic Black,42+ weeks,20-24,10405,47,4.517059106198944
2009,Non-Hispanic Black,42+ weeks,25-29,7488,33,4.407051282051282
2009,Non-Hispanic Black,42+ weeks,30-34,4319,14,3.2414910858995136
2009,Non-Hispanic Black,42+ weeks,35-39,1994,7,3.510531594784353
2009,Non-Hispanic Black,42+ weeks,40 and over,542,1,1.8450184501845017
2009,Non-Hispanic White,<28 weeks,Under 20,1191,521,437.4475230898405
2009,Non-Hispanic White,<28 weeks,20-24,2475,1002,404.8484848484849
2009,Non-Hispanic White,<28 weeks,25-29,2957,1161,392.6276631721339
2009,Non-Hispanic White,<28 weeks,30-34,2491,1010,405.45965475712563
2009,Non-Hispanic White,<28 weeks,35-39,1484,566,381.40161725067384
2009,Non-Hispanic White,<28 weeks,40 and over,467,177,379.01498929336185
2009,Non-Hispanic White,28-31 weeks,Under 20,1712,103,60.16355140186916
2009,Non-Hispanic White,28-31 weeks,20-24,4282,255,59.55161139654367
2009,Non-Hispanic White,28-31 weeks,25-29,5167,230,44.513257209212306
2009,Non-Hispanic White,28-31 weeks,30-34,4699,189,40.22132368589062
2009,Non-Hispanic White,28-31 weeks,35-39,2847,113,39.690902704601335
2009,Non-Hispanic White,28-31 weeks,40 and over,885,47,53.10734463276836
2009,Non-Hispanic White,32-33 weeks,Under 20,2351,47,19.99149298170991
2009,Non-Hispanic White,32-33 weeks,20-24,6090,130,21.346469622331693
2009,Non-Hispanic White,32-33 weeks,25-29,7424,124,16.70258620689655
2009,Non-Hispanic White,32-33 weeks,30-34,6877,93,13.523338665115602
2009,Non-Hispanic White,32-33 weeks,35-39,4115,42,10.206561360874849
2009,Non-Hispanic White,32-33 weeks,40 and over,1454,16,11.004126547455297
2009,Non-Hispanic White,34-36 weeks,Under 20,13115,138,10.522302706824247
2009,Non-Hispanic White,34-36 weeks,20-24,37805,342,9.046422430895383
2009,Non-Hispanic White,34-36 weeks,25-29,48901,316,6.462035541195477
2009,Non-Hispanic White,34-36 weeks,30-34,44030,229,5.200999318646377
2009,Non-Hispanic White,34-36 weeks,35-39,24888,137,5.504660880745741
2009,Non-Hispanic White,34-36 weeks,40 and over,7498,47,6.268338223526274
2009,Non-Hispanic White,37-38 weeks,Under 20,38569,198,5.133656563561409
2009,Non-Hispanic White,37-38 weeks,20-24,125298,572,4.565116761640249
2009,Non-Hispanic White,37-38 weeks,25-29,173211,516,2.9790255815161855
2009,Non-Hispanic White,37-38 weeks,30-34,153880,307,1.9950610865609566
2009,Non-Hispanic White,37-38 weeks,35-39,80122,171,2.13424527595417
2009,Non-Hispanic White,37-38 weeks,40 and over,19798,51,2.5760177795736943
2009,Non-Hispanic White,39-41 weeks,Under 20,89336,336,3.76108175875347
2009,Non-Hispanic White,39-41 weeks,20-24,276817,765,2.7635585964734823
2009,Non-Hispanic White,39-41 weeks,25-29,380513,571,1.5006057611697892
2009,Non-Hispanic White,39-41 weeks,30-34,325224,383,1.177649865938553
2009,Non-Hispanic White,39-41 weeks,35-39,148373,185,1.2468575819050636
2009,Non-Hispanic White,39-41 weeks,40 and over,32517,53,1.6299166589783805
2009,Non-Hispanic White,42+ weeks,Under 20,13473,55,4.0822385511764265
2009,Non-Hispanic White,42+ weeks,20-24,35786,113,3.1576594198848715
2009,Non-Hispanic White,42+ weeks,25-29,37325,76,2.0361687876758205
2009,Non-Hispanic White,42+ weeks,30-34,26081,44,1.687051876845213
2009,Non-Hispanic White,42+ weeks,35-39,10386,16,1.5405353360292702
2009,Non-Hispanic White,42+ weeks,40 and over,2377,7,2.944888514934792
2010,Non-Hispanic Black,<28 weeks,Under 20,1318,553,419.5751138088012
2010,Non-Hispanic Black,<28 weeks,20-24,2740,1052,383.94160583941607
2010,Non-Hispanic Black,<28 weeks,25-29,2200,880,400
2010,Non-Hispanic Black,<28 weeks,30-34,1808,679,375.55309734513276
2010,Non-Hispanic Black,<28 weeks,35-39,943,360,381.7603393425238
2010,Non-Hispanic Black,<28 weeks,40 and over,291,92,316.1512027491409
2010,Non-Hispanic Black,28-31 weeks,Under 20,1655,95,57.40181268882176
2010,Non-Hispanic Black,28-31 weeks,20-24,3145,156,49.60254372019078
2010,Non-Hispanic Black,28-31 weeks,25-29,2647,127,47.97884397431054
2010,Non-Hispanic Black,28-31 weeks,30-34,1898,89,46.89146469968388
2010,Non-Hispanic Black,28-31 weeks,35-39,1148,48,41.811846689895475
2010,Non-Hispanic Black,28-31 weeks,40 and over,361,17,47.091412742382275
2010,Non-Hispanic Black,32-33 weeks,Under 20,2187,42,19.204389574759947
2010,Non-Hispanic Black,32-33 weeks,20-24,3972,69,17.371601208459214
2010,Non-Hispanic Black,32-33 weeks,25-29,3181,42,13.203395158755107
2010,Non-Hispanic Black,32-33 weeks,30-34,2239,23,10.27244305493524
2010,Non-Hispanic Black,32-33 weeks,35-39,1357,15,11.05379513633014
2010,Non-Hispanic Black,32-33 weeks,40 and over,405,8,19.753086419753085
2010,Non-Hispanic Black,34-36 weeks,Under 20,9744,92,9.441707717569788
2010,Non-Hispanic Black,34-36 weeks,20-24,19881,183,9.204768371812282
2010,Non-Hispanic Black,34-36 weeks,25-29,15709,129,8.21185307785346
2010,Non-Hispanic Black,34-36 weeks,30-34,11260,79,7.015985790408526
2010,Non-Hispanic Black,34-36 weeks,35-39,6082,42,6.905623150279514
2010,Non-Hispanic Black,34-36 weeks,40 and over,1894,20,10.559662090813093
2010,Non-Hispanic Black,37-38 weeks,Under 20,24045,129,5.364940736119776
2010,Non-Hispanic Black,37-38 weeks,20-24,53134,252,4.742725938194001
2010,Non-Hispanic Black,37-38 weeks,25-29,43193,162,3.7506077373648505
2010,Non-Hispanic Black,37-38 weeks,30-34,29686,87,2.9306743919692786
2010,Non-Hispanic Black,37-38 weeks,35-39,15315,44,2.87300032647731
2010,Non-Hispanic Black,37-38 weeks,40 and over,4407,20,4.538234626730202
2010,Non-Hispanic Black,39-41 weeks,Under 20,45056,176,3.90625
2010,Non-Hispanic Black,39-41 weeks,20-24,93952,327,3.48050068119891
2010,Non-Hispanic Black,39-41 weeks,25-29,72849,220,3.0199453664429163
2010,Non-Hispanic Black,39-41 weeks,30-34,49041,83,1.6924614098407456
2010,Non-Hispanic Black,39-41 weeks,35-39,22643,47,2.0756966833016826
2010,Non-Hispanic Black,39-41 weeks,40 and over,5783,22,3.804253847484005
2010,Non-Hispanic Black,42+ weeks,Under 20,5080,29,5.708661417322834
2010,Non-Hispanic Black,42+ weeks,20-24,9974,34,3.408863043914177
2010,Non-Hispanic Black,42+ weeks,25-29,7199,24,3.3337963606056396
2010,Non-Hispanic Black,42+ weeks,30-34,4349,12,2.7592550011496897
2010,Non-Hispanic Black,42+ weeks,35-39,1981,6,3.0287733467945483
2010,Non-Hispanic Black,42+ weeks,40 and over,510,4,7.8431372549019605
2010,Non-Hispanic White,<28 weeks,Under 20,1062,434,408.66290018832393
2010,Non-Hispanic White,<28 weeks,20-24,2423,1002,413.53693768056127
2010,Non-Hispanic White,<28 weeks,25-29,2944,1130,383.83152173913044
2010,Non-Hispanic White,<28 weeks,30-34,2639,1017,385.37324744221297
2010,Non-Hispanic White,<28 weeks,35-39,1455,563,386.94158075601376
2010,Non-Hispanic White,<28 weeks,40 and over,439,171,389.5216400911162
2010,Non-Hispanic White,28-31 weeks,Under 20,1624,91,56.03448275862069
2010,Non-Hispanic White,28-31 weeks,20-24,4012,173,43.12063808574277
2010,Non-Hispanic White,28-31 weeks,25-29,5033,214,42.51937214385058
2010,Non-Hispanic White,28-31 weeks,30-34,4817,204,42.350010379904504
2010,Non-Hispanic White,28-31 weeks,35-39,2628,97,36.91019786910198
2010,Non-Hispanic White,28-31 weeks,40 and over,908,40,44.05286343612335
2010,Non-Hispanic White,32-33 weeks,Under 20,2156,53,24.582560296846008
2010,Non-Hispanic White,32-33 weeks,20-24,5887,120,20.38389672158994
2010,Non-Hispanic White,32-33 weeks,25-29,7572,128,16.904384574749077
2010,Non-Hispanic White,32-33 weeks,30-34,6963,117,16.80310211115898
2010,Non-Hispanic White,32-33 weeks,35-39,3966,48,12.102874432677762
2010,Non-Hispanic White,32-33 weeks,40 and over,1321,21,15.897047691143074
2010,Non-Hispanic White,34-36 weeks,Under 20,11988,130,10.844177510844178
2010,Non-Hispanic White,34-36 weeks,20-24,35269,331,9.385012333777539
2010,Non-Hispanic White,34-36 weeks,25-29,47231,321,6.7963837310241155
2010,Non-Hispanic White,34-36 weeks,30-34,43554,219,5.0282408045185285
2010,Non-Hispanic White,34-36 weeks,35-39,23566,113,4.79504370703556
2010,Non-Hispanic White,34-36 weeks,40 and over,7241,45,6.214611241541224
2010,Non-Hispanic White,37-38 weeks,Under 20,33955,181,5.3305845972610815
2010,Non-Hispanic White,37-38 weeks,20-24,114588,480,4.188920305791182
2010,Non-Hispanic White,37-38 weeks,25-29,163794,478,2.9182998156220616
2010,Non-Hispanic White,37-38 weeks,30-34,150357,318,2.114966380015563
2010,Non-Hispanic White,37-38 weeks,35-39,74858,135,1.8034144647198698
2010,Non-Hispanic White,37-38 weeks,40 and over,19377,55,2.8384166795685606
2010,Non-Hispanic White,39-41 weeks,Under 20,81502,259,3.177836126720817
2010,Non-Hispanic White,39-41 weeks,20-24,266747,685,2.5679763971103706
2010,Non-Hispanic White,39-41 weeks,25-29,382946,616,1.608581888830279
2010,Non-Hispanic White,39-41 weeks,30-34,338090,391,1.1564967907953503
2010,Non-Hispanic White,39-41 weeks,35-39,146648,159,1.0842289018602367
2010,Non-Hispanic White,39-41 weeks,40 and over,33231,60,1.8055430170623814
2010,Non-Hispanic White,42+ weeks,Under 20,11973,51,4.259584064144325
2010,Non-Hispanic White,42+ weeks,20-24,33988,112,3.2952806873014007
2010,Non-Hispanic White,42+ weeks,25-29,37020,83,2.2420313344138303
2010,Non-Hispanic White,42+ weeks,30-34,26589,41,1.5419910489300086
2010,Non-Hispanic White,42+ weeks,35-39,10185,25,2.454590083456063
2010,Non-Hispanic White,42+ weeks,40 and over,2384,9,3.7751677852348995
2011,Non-Hispanic Black,<28 weeks,Under 20,1219,480,393.7653814602133
2011,Non-Hispanic Black,<28 weeks,20-24,2650,1036,390.94339622641513
2011,Non-Hispanic Black,<28 weeks,25-29,2246,877,390.4719501335708
2011,Non-Hispanic Black,<28 weeks,30-34,1868,717,383.8329764453962
2011,Non-Hispanic Black,<28 weeks,35-39,991,370,373.36024217961653
2011,Non-Hispanic Black,<28 weeks,40 and over,302,106,350.99337748344374
2011,Non-Hispanic Black,28-31 weeks,Under 20,1516,66,43.535620052770454
2011,Non-Hispanic Black,28-31 weeks,20-24,3028,155,51.1889035667107
2011,Non-Hispanic Black,28-31 weeks,25-29,2496,94,37.66025641025641
2011,Non-Hispanic Black,28-31 weeks,30-34,1918,91,47.44525547445255
2011,Non-Hispanic Black,28-31 weeks,35-39,1161,53,45.65030146425495
2011,Non-Hispanic Black,28-31 weeks,40 and over,375,25,66.66666666666667
2011,Non-Hispanic Black,32-33 weeks,Under 20,1926,38,19.73001038421599
2011,Non-Hispanic Black,32-33 weeks,20-24,3866,73,18.882565959648215
2011,Non-Hispanic Black,32-33 weeks,25-29,2953,50,16.931933626820182
2011,Non-Hispanic Black,32-33 weeks,30-34,2350,42,17.872340425531917
2011,Non-Hispanic Black,32-33 weeks,35-39,1331,17,12.772351615326823
2011,Non-Hispanic Black,32-33 weeks,40 and over,436,8,18.34862385321101
2011,Non-Hispanic Black,34-36 weeks,Under 20,8685,81,9.32642487046632
2011,Non-Hispanic Black,34-36 weeks,20-24,19280,176,9.128630705394192
2011,Non-Hispanic Black,34-36 weeks,25-29,15108,113,7.479481069631983
2011,Non-Hispanic Black,34-36 weeks,30-34,11317,78,6.892285941503932
2011,Non-Hispanic Black,34-36 weeks,35-39,5971,31,5.1917601741751795
2011,Non-Hispanic Black,34-36 weeks,40 and over,1914,24,12.539184952978056
2011,Non-Hispanic Black,37-38 weeks,Under 20,20856,93,4.459148446490219
2011,Non-Hispanic Black,37-38 weeks,20-24,51111,249,4.871749721195046
2011,Non-Hispanic Black,37-38 weeks,25-29,42007,198,4.7135001309305595
2011,Non-Hispanic Black,37-38 weeks,30-34,29914,106,3.543491341846627
2011,Non-Hispanic Black,37-38 weeks,35-39,14851,43,2.8954279173119652
2011,Non-Hispanic Black,37-38 weeks,40 and over,4278,18,4.207573632538569
2011,Non-Hispanic Black,39-41 weeks,Under 20,40404,158,3.9105039105039103
2011,Non-Hispanic Black,39-41 weeks,20-24,94825,312,3.2902715528605326
2011,Non-Hispanic Black,39-41 weeks,25-29,74704,207,2.770935960591133
2011,Non-Hispanic Black,39-41 weeks,30-34,51756,105,2.02875028982147
2011,Non-Hispanic Black,39-41 weeks,35-39,23720,58,2.4451939291736933
2011,Non-Hispanic Black,39-41 weeks,40 and over,6012,17,2.8276779773785763
2011,Non-Hispanic Black,42+ weeks,Under 20,4642,18,3.877638948728996
2011,Non-Hispanic Black,42+ weeks,20-24,10331,38,3.678249927402962
2011,Non-Hispanic Black,42+ weeks,25-29,7450,28,3.7583892617449663
2011,Non-Hispanic Black,42+ weeks,30-34,4699,18,3.830602255799106
2011,Non-Hispanic Black,42+ weeks,35-39,1994,8,4.012036108324975
2011,Non-Hispanic Black,42+ weeks,40 and over,564,1,1.7730496453900708
2011,Non-Hispanic White,<28 weeks,Under 20,886,380,428.8939051918736
2011,Non-Hispanic White,<28 weeks,20-24,2269,904,398.41339797267517
2011,Non-Hispanic White,<28 weeks,25-29,2825,1130,400
2011,Non-Hispanic White,<28 weeks,30-34,2664,1002,376.1261261261261
2011,Non-Hispanic White,<28 weeks,35-39,1364,541,396.6275659824047
2011,Non-Hispanic White,<28 weeks,40 and over,446,154,345.2914798206278
2011,Non-Hispanic White,28-31 weeks,Under 20,1432,78,54.46927374301676
2011,Non-Hispanic White,28-31 weeks,20-24,3823,209,54.66910803034266
2011,Non-Hispanic White,28-31 weeks,25-29,5098,246,48.25421734013339
2011,Non-Hispanic White,28-31 weeks,30-34,4734,192,40.557667934093786
2011,Non-Hispanic White,28-31 weeks,35-39,2621,108,41.205646699732924
2011,Non-Hispanic White,28-31 weeks,40 and over,908,51,56.16740088105727
2011,Non-Hispanic White,32-33 weeks,Under 20,1921,33,17.17855283706403
2011,Non-Hispanic White,32-33 weeks,20-24,5470,108,19.744058500914075
2011,Non-Hispanic White,32-33 weeks,25-29,7427,104,14.00296216507338
2011,Non-Hispanic White,32-33 weeks,30-34,7295,105,14.393420150788211
2011,Non-Hispanic White,32-33 weeks,35-39,3880,67,17.268041237113405
2011,Non-Hispanic White,32-33 weeks,40 and over,1298,20,15.408320493066256
2011,Non-Hispanic White,34-36 weeks,Under 20,10677,105,9.834223096375386
2011,Non-Hispanic White,34-36 weeks,20-24,33633,291,8.652216573008651
2011,Non-Hispanic White,34-36 weeks,25-29,45655,327,7.162413755338955
2011,Non-Hispanic White,34-36 weeks,30-34,43368,248,5.718502121379819
2011,Non-Hispanic White,34-36 weeks,35-39,22706,118,5.196864264951995
2011,Non-Hispanic White,34-36 weeks,40 and over,6772,49,7.235676314235086
2011,Non-Hispanic White,37-38 weeks,Under 20,29683,144,4.851261664926052
2011,Non-Hispanic White,37-38 weeks,20-24,106866,413,3.8646529298373666
2011,Non-Hispanic White,37-38 weeks,25-29,155810,439,2.817534176240293
2011,Non-Hispanic White,37-38 weeks,30-34,146879,277,1.8859060859619141
2011,Non-Hispanic White,37-38 weeks,35-39,70301,152,2.1621314063811328
2011,Non-Hispanic White,37-38 weeks,40 and over,18983,49,2.5812569140810195
2011,Non-Hispanic White,39-41 weeks,Under 20,74204,264,3.557759689504609
2011,Non-Hispanic White,39-41 weeks,20-24,264487,705,2.665537436622594
2011,Non-Hispanic White,39-41 weeks,25-29,390177,619,1.5864594786468706
2011,Non-Hispanic White,39-41 weeks,30-34,356802,435,1.2191635697109322
2011,Non-Hispanic White,39-41 weeks,35-39,148424,178,1.1992669649113352
2011,Non-Hispanic White,39-41 weeks,40 and over,33964,61,1.7960193145683665
2011,Non-Hispanic White,42+ weeks,Under 20,10614,41,3.862822687017147
2011,Non-Hispanic White,42+ weeks,20-24,33437,109,3.259861829709603
2011,Non-Hispanic White,42+ weeks,25-29,38237,69,1.8045348745979026
2011,Non-Hispanic White,42+ weeks,30-34,27719,41,1.4791298387387712
2011,Non-Hispanic White,42+ weeks,35-39,10428,22,2.109704641350211
2011,Non-Hispanic White,42+ weeks,40 and over,2427,5,2.0601565718994643
2012,Non-Hispanic Black,<28 weeks,Under 20,1112,467,419.9640287769784
2012,Non-Hispanic Black,<28 weeks,20-24,2704,1065,393.86094674556216
2012,Non-Hispanic Black,<28 weeks,25-29,2234,835,373.769024171889
2012,Non-Hispanic Black,<28 weeks,30-34,1790,640,357.5418994413408
2012,Non-Hispanic Black,<28 weeks,35-39,1009,361,357.77998017839445
2012,Non-Hispanic Black,<28 weeks,40 and over,291,118,405.49828178694156
2012,Non-Hispanic Black,28-31 weeks,Under 20,1307,64,48.96710022953328
2012,Non-Hispanic Black,28-31 weeks,20-24,2978,145,48.69039623908664
2012,Non-Hispanic Black,28-31 weeks,25-29,2516,95,37.758346581876
2012,Non-Hispanic Black,28-31 weeks,30-34,2006,82,40.877367896311064
2012,Non-Hispanic Black,28-31 weeks,35-39,1122,49,43.672014260249554
2012,Non-Hispanic Black,28-31 weeks,40 and over,405,23,56.79012345679013
