year,race,gestational_age_group,ucod,deaths,births
2003,Non-Hispanic Black,28-31 weeks,A410,1,10951
2003,Non-Hispanic Black,28-31 weeks,A415,2,10951
2003,Non-Hispanic Black,28-31 weeks,A419,16,10951
2003,Non-Hispanic Black,28-31 weeks,A492,1,10951
2003,Non-Hispanic Black,28-31 weeks,A498,1,10951
2003,Non-Hispanic Black,28-31 weeks,B009,1,10951
2003,Non-Hispanic Black,28-31 weeks,B259,2,10951
2003,Non-Hispanic Black,28-31 weeks,B348,2,10951
2003,Non-Hispanic Black,28-31 weeks,B375,1,10951
2003,Non-Hispanic Black,28-31 weeks,B377,2,10951
2003,Non-Hispanic Black,28-31 weeks,B49,2,10951
2003,Non-Hispanic Black,28-31 weeks,C467,1,10951
2003,Non-Hispanic Black,28-31 weeks,D479,1,10951
2003,Non-Hispanic Black,28-31 weeks,E274,1,10951
2003,Non-Hispanic Black,28-31 weeks,G008,1,10951
2003,Non-Hispanic Black,28-31 weeks,G009,1,10951
2003,Non-Hispanic Black,28-31 weeks,G039,3,10951
2003,Non-Hispanic Black,28-31 weeks,G419,1,10951
2003,Non-Hispanic Black,28-31 weeks,G931,3,10951
2003,Non-Hispanic Black,28-31 weeks,G934,1,10951
2003,Non-Hispanic Black,28-31 weeks,G935,1,10951
2003,Non-Hispanic Black,28-31 weeks,I269,1,10951
2003,Non-Hispanic Black,28-31 weeks,I272,6,10951
2003,Non-Hispanic Black,28-31 weeks,I313,1,10951
2003,Non-Hispanic Black,28-31 weeks,I429,2,10951
2003,Non-Hispanic Black,28-31 weeks,I499,1,10951
2003,Non-Hispanic Black,28-31 weeks,I500,1,10951
2003,Non-Hispanic Black,28-31 weeks,I509,1,10951
2003,Non-Hispanic Black,28-31 weeks,I514,2,10951
2003,Non-Hispanic Black,28-31 weeks,I518,1,10951
2003,Non-Hispanic Black,28-31 weeks,I639,1,10951
2003,Non-Hispanic Black,28-31 weeks,I891,1,10951
2003,Non-Hispanic Black,28-31 weeks,J101,1,10951
2003,Non-Hispanic Black,28-31 weeks,J129,1,10951
2003,Non-Hispanic Black,28-31 weeks,J14,1,10951
2003,Non-Hispanic Black,28-31 weeks,J150,1,10951
2003,Non-Hispanic Black,28-31 weeks,J159,1,10951
2003,Non-Hispanic Black,28-31 weeks,J180,2,10951
2003,Non-Hispanic Black,28-31 weeks,J189,2,10951
2003,Non-Hispanic Black,28-31 weeks,J210,1,10951
2003,Non-Hispanic Black,28-31 weeks,J841,1,10951
2003,Non-Hispanic Black,28-31 weeks,J961,1,10951
2003,Non-Hispanic Black,28-31 weeks,J969,1,10951
2003,Non-Hispanic Black,28-31 weeks,J984,11,10951
2003,Non-Hispanic Black,28-31 weeks,J988,1,10951
2003,Non-Hispanic Black,28-31 weeks,K254,1,10951
2003,Non-Hispanic Black,28-31 weeks,K409,1,10951
2003,Non-Hispanic Black,28-31 weeks,K529,1,10951
2003,Non-Hispanic Black,28-31 weeks,K550,22,10951
2003,Non-Hispanic Black,28-31 weeks,K638,2,10951
2003,Non-Hispanic Black,28-31 weeks,K729,1,10951
2003,Non-Hispanic Black,28-31 weeks,K767,1,10951
2003,Non-Hispanic Black,28-31 weeks,K768,1,10951
2003,Non-Hispanic Black,28-31 weeks,K902,2,10951
2003,Non-Hispanic Black,28-31 weeks,M246,1,10951
2003,Non-Hispanic Black,28-31 weeks,N179,3,10951
2003,Non-Hispanic Black,28-31 weeks,N19,2,10951
2003,Non-Hispanic Black,28-31 weeks,P000,2,10951
2003,Non-Hispanic Black,28-31 weeks,P001,1,10951
2003,Non-Hispanic Black,28-31 weeks,P010,2,10951
2003,Non-Hispanic Black,28-31 weeks,P011,12,10951
2003,Non-Hispanic Black,28-31 weeks,P012,8,10951
2003,Non-Hispanic Black,28-31 weeks,P013,1,10951
2003,Non-Hispanic Black,28-31 weeks,P015,6,10951
2003,Non-Hispanic Black,28-31 weeks,P016,1,10951
2003,Non-Hispanic Black,28-31 weeks,P021,11,10951
2003,Non-Hispanic Black,28-31 weeks,P027,5,10951
2003,Non-Hispanic Black,28-31 weeks,P031,1,10951
2003,Non-Hispanic Black,28-31 weeks,P044,1,10951
2003,Non-Hispanic Black,28-31 weeks,P059,4,10951
2003,Non-Hispanic Black,28-31 weeks,P072,28,10951
2003,Non-Hispanic Black,28-31 weeks,P073,11,10951
2003,Non-Hispanic Black,28-31 weeks,P112,1,10951
2003,Non-Hispanic Black,28-31 weeks,P209,2,10951
2003,Non-Hispanic Black,28-31 weeks,P210,1,10951
2003,Non-Hispanic Black,28-31 weeks,P219,9,10951
2003,Non-Hispanic Black,28-31 weeks,P220,14,10951
2003,Non-Hispanic Black,28-31 weeks,P232,1,10951
2003,Non-Hispanic Black,28-31 weeks,P239,1,10951
2003,Non-Hispanic Black,28-31 weeks,P250,2,10951
2003,Non-Hispanic Black,28-31 weeks,P251,3,10951
2003,Non-Hispanic Black,28-31 weeks,P269,7,10951
2003,Non-Hispanic Black,28-31 weeks,P271,19,10951
2003,Non-Hispanic Black,28-31 weeks,P279,2,10951
2003,Non-Hispanic Black,28-31 weeks,P280,12,10951
2003,Non-Hispanic Black,28-31 weeks,P281,1,10951
2003,Non-Hispanic Black,28-31 weeks,P285,1,10951
2003,Non-Hispanic Black,28-31 weeks,P290,5,10951
2003,Non-Hispanic Black,28-31 weeks,P291,12,10951
2003,Non-Hispanic Black,28-31 weeks,P293,1,10951
2003,Non-Hispanic Black,28-31 weeks,P298,1,10951
2003,Non-Hispanic Black,28-31 weeks,P351,1,10951
2003,Non-Hispanic Black,28-31 weeks,P352,3,10951
2003,Non-Hispanic Black,28-31 weeks,P360,3,10951
2003,Non-Hispanic Black,28-31 weeks,P361,1,10951
2003,Non-Hispanic Black,28-31 weeks,P362,1,10951
2003,Non-Hispanic Black,28-31 weeks,P363,1,10951
2003,Non-Hispanic Black,28-31 weeks,P368,4,10951
2003,Non-Hispanic Black,28-31 weeks,P369,37,10951
2003,Non-Hispanic Black,28-31 weeks,P375,1,10951
2003,Non-Hispanic Black,28-31 weeks,P399,2,10951
2003,Non-Hispanic Black,28-31 weeks,P523,11,10951
2003,Non-Hispanic Black,28-31 weeks,P524,2,10951
2003,Non-Hispanic Black,28-31 weeks,P529,4,10951
2003,Non-Hispanic Black,28-31 weeks,P60,1,10951
2003,Non-Hispanic Black,28-31 weeks,P610,1,10951
2003,Non-Hispanic Black,28-31 weeks,P614,1,10951
2003,Non-Hispanic Black,28-31 weeks,P749,1,10951
2003,Non-Hispanic Black,28-31 weeks,P77,47,10951
2003,Non-Hispanic Black,28-31 weeks,P780,2,10951
2003,Non-Hispanic Black,28-31 weeks,P832,8,10951
2003,Non-Hispanic Black,28-31 weeks,P90,1,10951
2003,Non-Hispanic Black,28-31 weeks,P912,1,10951
2003,Non-Hispanic Black,28-31 weeks,P914,1,10951
2003,Non-Hispanic Black,28-31 weeks,P964,1,10951
2003,Non-Hispanic Black,28-31 weeks,P968,2,10951
2003,Non-Hispanic Black,28-31 weeks,Q000,4,10951
2003,Non-Hispanic Black,28-31 weeks,Q019,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q039,3,10951
2003,Non-Hispanic Black,28-31 weeks,Q042,2,10951
2003,Non-Hispanic Black,28-31 weeks,Q043,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q046,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q048,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q049,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q182,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q201,2,10951
2003,Non-Hispanic Black,28-31 weeks,Q211,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q213,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q224,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q234,3,10951
2003,Non-Hispanic Black,28-31 weeks,Q248,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q249,14,10951
2003,Non-Hispanic Black,28-31 weeks,Q250,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q251,2,10951
2003,Non-Hispanic Black,28-31 weeks,Q336,15,10951
2003,Non-Hispanic Black,28-31 weeks,Q423,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q439,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q458,2,10951
2003,Non-Hispanic Black,28-31 weeks,Q602,3,10951
2003,Non-Hispanic Black,28-31 weeks,Q606,2,10951
2003,Non-Hispanic Black,28-31 weeks,Q613,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q619,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q772,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q789,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q790,5,10951
2003,Non-Hispanic Black,28-31 weeks,Q792,2,10951
2003,Non-Hispanic Black,28-31 weeks,Q894,6,10951
2003,Non-Hispanic Black,28-31 weeks,Q897,6,10951
2003,Non-Hispanic Black,28-31 weeks,Q899,4,10951
2003,Non-Hispanic Black,28-31 weeks,Q909,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q913,11,10951
2003,Non-Hispanic Black,28-31 weeks,Q917,10,10951
2003,Non-Hispanic Black,28-31 weeks,Q927,2,10951
2003,Non-Hispanic Black,28-31 weeks,Q998,1,10951
2003,Non-Hispanic Black,28-31 weeks,Q999,2,10951
2003,Non-Hispanic Black,28-31 weeks,R95,31,10951
2003,Non-Hispanic Black,28-31 weeks,R99,9,10951
2003,Non-Hispanic Black,28-31 weeks,V436,1,10951
2003,Non-Hispanic Black,28-31 weeks,W65,1,10951
2003,Non-Hispanic Black,28-31 weeks,W75,8,10951
2003,Non-Hispanic Black,28-31 weeks,W80,1,10951
2003,Non-Hispanic Black,28-31 weeks,Y071,1,10951
2003,Non-Hispanic Black,28-31 weeks,Y079,1,10951
2003,Non-Hispanic Black,28-31 weeks,Y09,2,10951
2003,Non-Hispanic Black,32-33 weeks,A419,6,13355
2003,Non-Hispanic Black,32-33 weeks,B238,1,13355
2003,Non-Hispanic Black,32-33 weeks,B24,1,13355
2003,Non-Hispanic Black,32-33 weeks,D370,1,13355
2003,Non-Hispanic Black,32-33 weeks,E343,1,13355
2003,Non-Hispanic Black,32-33 weeks,G712,1,13355
2003,Non-Hispanic Black,32-33 weeks,G931,1,13355
2003,Non-Hispanic Black,32-33 weeks,I270,2,13355
2003,Non-Hispanic Black,32-33 weeks,I409,1,13355
2003,Non-Hispanic Black,32-33 weeks,I424,1,13355
2003,Non-Hispanic Black,32-33 weeks,I469,1,13355
2003,Non-Hispanic Black,32-33 weeks,I500,1,13355
2003,Non-Hispanic Black,32-33 weeks,I509,2,13355
2003,Non-Hispanic Black,32-33 weeks,I514,1,13355
2003,Non-Hispanic Black,32-33 weeks,I639,1,13355
2003,Non-Hispanic Black,32-33 weeks,I678,2,13355
2003,Non-Hispanic Black,32-33 weeks,I898,1,13355
2003,Non-Hispanic Black,32-33 weeks,J159,1,13355
2003,Non-Hispanic Black,32-33 weeks,J180,2,13355
2003,Non-Hispanic Black,32-33 weeks,J189,1,13355
2003,Non-Hispanic Black,32-33 weeks,J219,1,13355
2003,Non-Hispanic Black,32-33 weeks,J385,1,13355
2003,Non-Hispanic Black,32-33 weeks,J81,1,13355
2003,Non-Hispanic Black,32-33 weeks,J984,1,13355
2003,Non-Hispanic Black,32-33 weeks,J988,1,13355
2003,Non-Hispanic Black,32-33 weeks,K550,5,13355
2003,Non-Hispanic Black,32-33 weeks,K561,1,13355
2003,Non-Hispanic Black,32-33 weeks,K566,1,13355
2003,Non-Hispanic Black,32-33 weeks,N179,1,13355
2003,Non-Hispanic Black,32-33 weeks,N328,1,13355
2003,Non-Hispanic Black,32-33 weeks,P000,1,13355
2003,Non-Hispanic Black,32-33 weeks,P005,1,13355
2003,Non-Hispanic Black,32-33 weeks,P011,1,13355
2003,Non-Hispanic Black,32-33 weeks,P012,2,13355
2003,Non-Hispanic Black,32-33 weeks,P021,5,13355
2003,Non-Hispanic Black,32-33 weeks,P038,1,13355
2003,Non-Hispanic Black,32-33 weeks,P072,2,13355
2003,Non-Hispanic Black,32-33 weeks,P073,3,13355
2003,Non-Hispanic Black,32-33 weeks,P119,1,13355
2003,Non-Hispanic Black,32-33 weeks,P209,1,13355
2003,Non-Hispanic Black,32-33 weeks,P219,7,13355
2003,Non-Hispanic Black,32-33 weeks,P220,1,13355
2003,Non-Hispanic Black,32-33 weeks,P250,1,13355
2003,Non-Hispanic Black,32-33 weeks,P269,1,13355
2003,Non-Hispanic Black,32-33 weeks,P280,4,13355
2003,Non-Hispanic Black,32-33 weeks,P285,2,13355
2003,Non-Hispanic Black,32-33 weeks,P290,2,13355
2003,Non-Hispanic Black,32-33 weeks,P291,1,13355
2003,Non-Hispanic Black,32-33 weeks,P293,1,13355
2003,Non-Hispanic Black,32-33 weeks,P352,1,13355
2003,Non-Hispanic Black,32-33 weeks,P368,1,13355
2003,Non-Hispanic Black,32-33 weeks,P369,5,13355
2003,Non-Hispanic Black,32-33 weeks,P375,1,13355
2003,Non-Hispanic Black,32-33 weeks,P523,2,13355
2003,Non-Hispanic Black,32-33 weeks,P529,1,13355
2003,Non-Hispanic Black,32-33 weeks,P60,1,13355
2003,Non-Hispanic Black,32-33 weeks,P77,7,13355
2003,Non-Hispanic Black,32-33 weeks,P780,1,13355
2003,Non-Hispanic Black,32-33 weeks,P788,1,13355
2003,Non-Hispanic Black,32-33 weeks,P832,3,13355
2003,Non-Hispanic Black,32-33 weeks,P910,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q000,3,13355
2003,Non-Hispanic Black,32-33 weeks,Q012,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q039,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q042,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q043,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q079,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q224,2,13355
2003,Non-Hispanic Black,32-33 weeks,Q234,2,13355
2003,Non-Hispanic Black,32-33 weeks,Q249,6,13355
2003,Non-Hispanic Black,32-33 weeks,Q250,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q321,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q336,6,13355
2003,Non-Hispanic Black,32-33 weeks,Q429,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q433,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q445,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q601,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q602,2,13355
2003,Non-Hispanic Black,32-33 weeks,Q606,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q611,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q789,3,13355
2003,Non-Hispanic Black,32-33 weeks,Q790,4,13355
2003,Non-Hispanic Black,32-33 weeks,Q793,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q798,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q894,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q897,6,13355
2003,Non-Hispanic Black,32-33 weeks,Q899,1,13355
2003,Non-Hispanic Black,32-33 weeks,Q913,10,13355
2003,Non-Hispanic Black,32-33 weeks,Q917,4,13355
2003,Non-Hispanic Black,32-33 weeks,Q928,2,13355
2003,Non-Hispanic Black,32-33 weeks,Q998,1,13355
2003,Non-Hispanic Black,32-33 weeks,R95,32,13355
2003,Non-Hispanic Black,32-33 weeks,R99,15,13355
2003,Non-Hispanic Black,32-33 weeks,V031,1,13355
2003,Non-Hispanic Black,32-33 weeks,W74,1,13355
2003,Non-Hispanic Black,32-33 weeks,W75,3,13355
2003,Non-Hispanic Black,32-33 weeks,W78,1,13355
2003,Non-Hispanic Black,32-33 weeks,W84,1,13355
2003,Non-Hispanic Black,32-33 weeks,X30,1,13355
2003,Non-Hispanic Black,32-33 weeks,X91,1,13355
2003,Non-Hispanic Black,32-33 weeks,Y071,1,13355
2003,Non-Hispanic Black,32-33 weeks,Y09,2,13355
2003,Non-Hispanic Black,34-36 weeks,A084,1,65086
2003,Non-Hispanic Black,34-36 weeks,A403,1,65086
2003,Non-Hispanic Black,34-36 weeks,A419,5,65086
2003,Non-Hispanic Black,34-36 weeks,B009,3,65086
2003,Non-Hispanic Black,34-36 weeks,B349,1,65086
2003,Non-Hispanic Black,34-36 weeks,B379,1,65086
2003,Non-Hispanic Black,34-36 weeks,D376,1,65086
2003,Non-Hispanic Black,34-36 weeks,D487,1,65086
2003,Non-Hispanic Black,34-36 weeks,D571,1,65086
2003,Non-Hispanic Black,34-36 weeks,D610,1,65086
2003,Non-Hispanic Black,34-36 weeks,E343,2,65086
2003,Non-Hispanic Black,34-36 weeks,E43,1,65086
2003,Non-Hispanic Black,34-36 weeks,E46,1,65086
2003,Non-Hispanic Black,34-36 weeks,E739,1,65086
2003,Non-Hispanic Black,34-36 weeks,E740,1,65086
2003,Non-Hispanic Black,34-36 weeks,E86,2,65086
2003,Non-Hispanic Black,34-36 weeks,E889,1,65086
2003,Non-Hispanic Black,34-36 weeks,G129,2,65086
2003,Non-Hispanic Black,34-36 weeks,G709,1,65086
2003,Non-Hispanic Black,34-36 weeks,G713,1,65086
2003,Non-Hispanic Black,34-36 weeks,G919,2,65086
2003,Non-Hispanic Black,34-36 weeks,G931,2,65086
2003,Non-Hispanic Black,34-36 weeks,G934,2,65086
2003,Non-Hispanic Black,34-36 weeks,G950,1,65086
2003,Non-Hispanic Black,34-36 weeks,I255,1,65086
2003,Non-Hispanic Black,34-36 weeks,I270,4,65086
2003,Non-Hispanic Black,34-36 weeks,I272,5,65086
2003,Non-Hispanic Black,34-36 weeks,I400,2,65086
2003,Non-Hispanic Black,34-36 weeks,I422,2,65086
2003,Non-Hispanic Black,34-36 weeks,I429,1,65086
2003,Non-Hispanic Black,34-36 weeks,I461,1,65086
2003,Non-Hispanic Black,34-36 weeks,I514,1,65086
2003,Non-Hispanic Black,34-36 weeks,I519,1,65086
2003,Non-Hispanic Black,34-36 weeks,I609,1,65086
2003,Non-Hispanic Black,34-36 weeks,I678,1,65086
2003,Non-Hispanic Black,34-36 weeks,J118,1,65086
2003,Non-Hispanic Black,34-36 weeks,J128,1,65086
2003,Non-Hispanic Black,34-36 weeks,J129,2,65086
2003,Non-Hispanic Black,34-36 weeks,J180,4,65086
2003,Non-Hispanic Black,34-36 weeks,J181,1,65086
2003,Non-Hispanic Black,34-36 weeks,J189,1,65086
2003,Non-Hispanic Black,34-36 weeks,J209,1,65086
2003,Non-Hispanic Black,34-36 weeks,J219,1,65086
2003,Non-Hispanic Black,34-36 weeks,J450,1,65086
2003,Non-Hispanic Black,34-36 weeks,J690,1,65086
2003,Non-Hispanic Black,34-36 weeks,J81,1,65086
2003,Non-Hispanic Black,34-36 weeks,J840,1,65086
2003,Non-Hispanic Black,34-36 weeks,J849,1,65086
2003,Non-Hispanic Black,34-36 weeks,J850,1,65086
2003,Non-Hispanic Black,34-36 weeks,J984,3,65086
2003,Non-Hispanic Black,34-36 weeks,K318,1,65086
2003,Non-Hispanic Black,34-36 weeks,K409,1,65086
2003,Non-Hispanic Black,34-36 weeks,K529,1,65086
2003,Non-Hispanic Black,34-36 weeks,K561,1,65086
2003,Non-Hispanic Black,34-36 weeks,K566,1,65086
2003,Non-Hispanic Black,34-36 weeks,K659,1,65086
2003,Non-Hispanic Black,34-36 weeks,K902,4,65086
2003,Non-Hispanic Black,34-36 weeks,M726,1,65086
2003,Non-Hispanic Black,34-36 weeks,N10,1,65086
2003,Non-Hispanic Black,34-36 weeks,N19,1,65086
2003,Non-Hispanic Black,34-36 weeks,P001,1,65086
2003,Non-Hispanic Black,34-36 weeks,P005,1,65086
2003,Non-Hispanic Black,34-36 weeks,P012,3,65086
2003,Non-Hispanic Black,34-36 weeks,P015,1,65086
2003,Non-Hispanic Black,34-36 weeks,P021,11,65086
2003,Non-Hispanic Black,34-36 weeks,P024,1,65086
2003,Non-Hispanic Black,34-36 weeks,P031,1,65086
2003,Non-Hispanic Black,34-36 weeks,P044,1,65086
2003,Non-Hispanic Black,34-36 weeks,P072,1,65086
2003,Non-Hispanic Black,34-36 weeks,P073,3,65086
2003,Non-Hispanic Black,34-36 weeks,P111,1,65086
2003,Non-Hispanic Black,34-36 weeks,P112,1,65086
2003,Non-Hispanic Black,34-36 weeks,P209,5,65086
2003,Non-Hispanic Black,34-36 weeks,P219,7,65086
2003,Non-Hispanic Black,34-36 weeks,P220,3,65086
2003,Non-Hispanic Black,34-36 weeks,P239,5,65086
2003,Non-Hispanic Black,34-36 weeks,P241,1,65086
2003,Non-Hispanic Black,34-36 weeks,P271,3,65086
2003,Non-Hispanic Black,34-36 weeks,P280,3,65086
2003,Non-Hispanic Black,34-36 weeks,P290,3,65086
2003,Non-Hispanic Black,34-36 weeks,P291,1,65086
2003,Non-Hispanic Black,34-36 weeks,P293,4,65086
2003,Non-Hispanic Black,34-36 weeks,P351,1,65086
2003,Non-Hispanic Black,34-36 weeks,P352,3,65086
2003,Non-Hispanic Black,34-36 weeks,P360,1,65086
2003,Non-Hispanic Black,34-36 weeks,P361,1,65086
2003,Non-Hispanic Black,34-36 weeks,P363,1,65086
2003,Non-Hispanic Black,34-36 weeks,P368,1,65086
2003,Non-Hispanic Black,34-36 weeks,P369,4,65086
2003,Non-Hispanic Black,34-36 weeks,P398,1,65086
2003,Non-Hispanic Black,34-36 weeks,P504,1,65086
2003,Non-Hispanic Black,34-36 weeks,P524,1,65086
2003,Non-Hispanic Black,34-36 weeks,P60,3,65086
2003,Non-Hispanic Black,34-36 weeks,P77,9,65086
2003,Non-Hispanic Black,34-36 weeks,P780,2,65086
2003,Non-Hispanic Black,34-36 weeks,P832,5,65086
2003,Non-Hispanic Black,34-36 weeks,P90,1,65086
2003,Non-Hispanic Black,34-36 weeks,P910,1,65086
2003,Non-Hispanic Black,34-36 weeks,P920,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q000,9,65086
2003,Non-Hispanic Black,34-36 weeks,Q031,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q039,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q042,3,65086
2003,Non-Hispanic Black,34-36 weeks,Q043,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q200,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q204,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q210,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q212,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q223,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q234,7,65086
2003,Non-Hispanic Black,34-36 weeks,Q245,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q249,20,65086
2003,Non-Hispanic Black,34-36 weeks,Q253,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q255,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q257,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q279,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q321,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q333,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q336,20,65086
2003,Non-Hispanic Black,34-36 weeks,Q379,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q431,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q433,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q442,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q459,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q602,7,65086
2003,Non-Hispanic Black,34-36 weeks,Q606,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q611,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q613,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q614,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q639,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q642,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q643,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q688,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q748,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q780,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q789,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q790,8,65086
2003,Non-Hispanic Black,34-36 weeks,Q792,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q793,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q819,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q872,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q878,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q893,1,65086
2003,Non-Hispanic Black,34-36 weeks,Q894,2,65086
2003,Non-Hispanic Black,34-36 weeks,Q897,5,65086
2003,Non-Hispanic Black,34-36 weeks,Q899,7,65086
2003,Non-Hispanic Black,34-36 weeks,Q909,3,65086
2003,Non-Hispanic Black,34-36 weeks,Q913,10,65086
2003,Non-Hispanic Black,34-36 weeks,Q917,14,65086
2003,Non-Hispanic Black,34-36 weeks,Q928,3,65086
2003,Non-Hispanic Black,34-36 weeks,Q998,2,65086
2003,Non-Hispanic Black,34-36 weeks,R95,84,65086
2003,Non-Hispanic Black,34-36 weeks,R99,48,65086
2003,Non-Hispanic Black,34-36 weeks,V436,1,65086
2003,Non-Hispanic Black,34-36 weeks,V892,1,65086
2003,Non-Hispanic Black,34-36 weeks,W73,1,65086
2003,Non-Hispanic Black,34-36 weeks,W75,17,65086
2003,Non-Hispanic Black,34-36 weeks,W84,3,65086
2003,Non-Hispanic Black,34-36 weeks,W92,1,65086
2003,Non-Hispanic Black,34-36 weeks,X00,1,65086
2003,Non-Hispanic Black,34-36 weeks,X42,1,65086
2003,Non-Hispanic Black,34-36 weeks,X91,1,65086
2003,Non-Hispanic Black,34-36 weeks,X95,2,65086
2003,Non-Hispanic Black,34-36 weeks,Y03,1,65086
2003,Non-Hispanic Black,34-36 weeks,Y069,2,65086
2003,Non-Hispanic Black,34-36 weeks,Y08,1,65086
2003,Non-Hispanic Black,34-36 weeks,Y09,5,65086
2003,Non-Hispanic Black,34-36 weeks,Y13,1,65086
2003,Non-Hispanic Black,34-36 weeks,Y20,2,65086
2003,Non-Hispanic Black,34-36 weeks,Y21,2,65086
2003,Non-Hispanic Black,37-38 weeks,A047,1,158479
2003,Non-Hispanic Black,37-38 weeks,A401,1,158479
2003,Non-Hispanic Black,37-38 weeks,A415,1,158479
2003,Non-Hispanic Black,37-38 weeks,A419,4,158479
2003,Non-Hispanic Black,37-38 weeks,A490,1,158479
2003,Non-Hispanic Black,37-38 weeks,A879,2,158479
2003,Non-Hispanic Black,37-38 weeks,B250,1,158479
2003,Non-Hispanic Black,37-38 weeks,B349,4,158479
2003,Non-Hispanic Black,37-38 weeks,B99,1,158479
2003,Non-Hispanic Black,37-38 weeks,C719,1,158479
2003,Non-Hispanic Black,37-38 weeks,D180,1,158479
2003,Non-Hispanic Black,37-38 weeks,D181,1,158479
2003,Non-Hispanic Black,37-38 weeks,D571,1,158479
2003,Non-Hispanic Black,37-38 weeks,D821,1,158479
2003,Non-Hispanic Black,37-38 weeks,E343,1,158479
2003,Non-Hispanic Black,37-38 weeks,E740,1,158479
2003,Non-Hispanic Black,37-38 weeks,E763,1,158479
2003,Non-Hispanic Black,37-38 weeks,E831,1,158479
2003,Non-Hispanic Black,37-38 weeks,E86,2,158479
2003,Non-Hispanic Black,37-38 weeks,E870,1,158479
2003,Non-Hispanic Black,37-38 weeks,E875,1,158479
2003,Non-Hispanic Black,37-38 weeks,E889,2,158479
2003,Non-Hispanic Black,37-38 weeks,G002,3,158479
2003,Non-Hispanic Black,37-38 weeks,G009,2,158479
2003,Non-Hispanic Black,37-38 weeks,G039,1,158479
