year,race,gestational_age_group,ucod,deaths,births
2011,Non-Hispanic Black,28-31 weeks,Q999,2,10494
2011,Non-Hispanic Black,28-31 weeks,R95,12,10494
2011,Non-Hispanic Black,28-31 weeks,R99,10,10494
2011,Non-Hispanic Black,28-31 weeks,V892,2,10494
2011,Non-Hispanic Black,28-31 weeks,W23,1,10494
2011,Non-Hispanic Black,28-31 weeks,W75,12,10494
2011,Non-Hispanic Black,28-31 weeks,W78,1,10494
2011,Non-Hispanic Black,28-31 weeks,W80,3,10494
2011,Non-Hispanic Black,28-31 weeks,W83,1,10494
2011,Non-Hispanic Black,28-31 weeks,W84,2,10494
2011,Non-Hispanic Black,28-31 weeks,X47,1,10494
2011,Non-Hispanic Black,28-31 weeks,Y069,1,10494
2011,Non-Hispanic Black,28-31 weeks,Y09,2,10494
2011,Non-Hispanic Black,32-33 weeks,A090,2,12862
2011,Non-Hispanic Black,32-33 weeks,A491,1,12862
2011,Non-Hispanic Black,32-33 weeks,A509,1,12862
2011,Non-Hispanic Black,32-33 weeks,B007,1,12862
2011,Non-Hispanic Black,32-33 weeks,C414,1,12862
2011,Non-Hispanic Black,32-33 weeks,E875,1,12862
2011,Non-Hispanic Black,32-33 weeks,G039,1,12862
2011,Non-Hispanic Black,32-33 weeks,G629,1,12862
2011,Non-Hispanic Black,32-33 weeks,G712,1,12862
2011,Non-Hispanic Black,32-33 weeks,G930,1,12862
2011,Non-Hispanic Black,32-33 weeks,G938,1,12862
2011,Non-Hispanic Black,32-33 weeks,I272,2,12862
2011,Non-Hispanic Black,32-33 weeks,I421,1,12862
2011,Non-Hispanic Black,32-33 weeks,I678,1,12862
2011,Non-Hispanic Black,32-33 weeks,J110,1,12862
2011,Non-Hispanic Black,32-33 weeks,J155,1,12862
2011,Non-Hispanic Black,32-33 weeks,J189,2,12862
2011,Non-Hispanic Black,32-33 weeks,J209,2,12862
2011,Non-Hispanic Black,32-33 weeks,J219,1,12862
2011,Non-Hispanic Black,32-33 weeks,J849,1,12862
2011,Non-Hispanic Black,32-33 weeks,J984,1,12862
2011,Non-Hispanic Black,32-33 weeks,K219,1,12862
2011,Non-Hispanic Black,32-33 weeks,K638,1,12862
2011,Non-Hispanic Black,32-33 weeks,K668,1,12862
2011,Non-Hispanic Black,32-33 weeks,K769,1,12862
2011,Non-Hispanic Black,32-33 weeks,M199,1,12862
2011,Non-Hispanic Black,32-33 weeks,P003,1,12862
2011,Non-Hispanic Black,32-33 weeks,P005,1,12862
2011,Non-Hispanic Black,32-33 weeks,P011,2,12862
2011,Non-Hispanic Black,32-33 weeks,P012,2,12862
2011,Non-Hispanic Black,32-33 weeks,P016,1,12862
2011,Non-Hispanic Black,32-33 weeks,P021,2,12862
2011,Non-Hispanic Black,32-33 weeks,P023,1,12862
2011,Non-Hispanic Black,32-33 weeks,P072,2,12862
2011,Non-Hispanic Black,32-33 weeks,P073,5,12862
2011,Non-Hispanic Black,32-33 weeks,P112,1,12862
2011,Non-Hispanic Black,32-33 weeks,P209,1,12862
2011,Non-Hispanic Black,32-33 weeks,P219,3,12862
2011,Non-Hispanic Black,32-33 weeks,P251,1,12862
2011,Non-Hispanic Black,32-33 weeks,P269,2,12862
2011,Non-Hispanic Black,32-33 weeks,P280,2,12862
2011,Non-Hispanic Black,32-33 weeks,P293,1,12862
2011,Non-Hispanic Black,32-33 weeks,P351,1,12862
2011,Non-Hispanic Black,32-33 weeks,P368,1,12862
2011,Non-Hispanic Black,32-33 weeks,P369,2,12862
2011,Non-Hispanic Black,32-33 weeks,P550,1,12862
2011,Non-Hispanic Black,32-33 weeks,P612,1,12862
2011,Non-Hispanic Black,32-33 weeks,P77,6,12862
2011,Non-Hispanic Black,32-33 weeks,P832,2,12862
2011,Non-Hispanic Black,32-33 weeks,P916,2,12862
2011,Non-Hispanic Black,32-33 weeks,P942,1,12862
2011,Non-Hispanic Black,32-33 weeks,P968,2,12862
2011,Non-Hispanic Black,32-33 weeks,Q000,8,12862
2011,Non-Hispanic Black,32-33 weeks,Q002,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q02,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q042,4,12862
2011,Non-Hispanic Black,32-33 weeks,Q043,4,12862
2011,Non-Hispanic Black,32-33 weeks,Q079,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q204,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q211,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q213,2,12862
2011,Non-Hispanic Black,32-33 weeks,Q225,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q234,5,12862
2011,Non-Hispanic Black,32-33 weeks,Q249,6,12862
2011,Non-Hispanic Black,32-33 weeks,Q283,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q315,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q336,7,12862
2011,Non-Hispanic Black,32-33 weeks,Q349,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q601,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q602,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q606,2,12862
2011,Non-Hispanic Black,32-33 weeks,Q613,4,12862
2011,Non-Hispanic Black,32-33 weeks,Q614,3,12862
2011,Non-Hispanic Black,32-33 weeks,Q642,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q780,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q789,3,12862
2011,Non-Hispanic Black,32-33 weeks,Q790,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q795,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q893,1,12862
2011,Non-Hispanic Black,32-33 weeks,Q897,6,12862
2011,Non-Hispanic Black,32-33 weeks,Q898,2,12862
2011,Non-Hispanic Black,32-33 weeks,Q899,2,12862
2011,Non-Hispanic Black,32-33 weeks,Q909,3,12862
2011,Non-Hispanic Black,32-33 weeks,Q913,3,12862
2011,Non-Hispanic Black,32-33 weeks,Q917,3,12862
2011,Non-Hispanic Black,32-33 weeks,Q999,1,12862
2011,Non-Hispanic Black,32-33 weeks,R570,1,12862
2011,Non-Hispanic Black,32-33 weeks,R95,27,12862
2011,Non-Hispanic Black,32-33 weeks,R99,16,12862
2011,Non-Hispanic Black,32-33 weeks,V499,1,12862
2011,Non-Hispanic Black,32-33 weeks,V892,1,12862
2011,Non-Hispanic Black,32-33 weeks,W75,8,12862
2011,Non-Hispanic Black,32-33 weeks,W78,1,12862
2011,Non-Hispanic Black,32-33 weeks,W80,1,12862
2011,Non-Hispanic Black,32-33 weeks,W83,1,12862
2011,Non-Hispanic Black,32-33 weeks,W84,3,12862
2011,Non-Hispanic Black,32-33 weeks,Y069,1,12862
2011,Non-Hispanic Black,32-33 weeks,Y079,2,12862
2011,Non-Hispanic Black,32-33 weeks,Y09,2,12862
2011,Non-Hispanic Black,32-33 weeks,Y833,1,12862
2011,Non-Hispanic Black,32-33 weeks,Y848,1,12862
2011,Non-Hispanic Black,34-36 weeks,A090,3,62275
2011,Non-Hispanic Black,34-36 weeks,A280,1,62275
2011,Non-Hispanic Black,34-36 weeks,A401,2,62275
2011,Non-Hispanic Black,34-36 weeks,A419,3,62275
2011,Non-Hispanic Black,34-36 weeks,A499,1,62275
2011,Non-Hispanic Black,34-36 weeks,B008,1,62275
2011,Non-Hispanic Black,34-36 weeks,B99,1,62275
2011,Non-Hispanic Black,34-36 weeks,D219,1,62275
2011,Non-Hispanic Black,34-36 weeks,D65,1,62275
2011,Non-Hispanic Black,34-36 weeks,D849,2,62275
2011,Non-Hispanic Black,34-36 weeks,E831,1,62275
2011,Non-Hispanic Black,34-36 weeks,E86,1,62275
2011,Non-Hispanic Black,34-36 weeks,G002,1,62275
2011,Non-Hispanic Black,34-36 weeks,G039,1,62275
2011,Non-Hispanic Black,34-36 weeks,G129,2,62275
2011,Non-Hispanic Black,34-36 weeks,G931,1,62275
2011,Non-Hispanic Black,34-36 weeks,G932,1,62275
2011,Non-Hispanic Black,34-36 weeks,G934,1,62275
2011,Non-Hispanic Black,34-36 weeks,I272,1,62275
2011,Non-Hispanic Black,34-36 weeks,I420,3,62275
2011,Non-Hispanic Black,34-36 weeks,I469,1,62275
2011,Non-Hispanic Black,34-36 weeks,I500,1,62275
2011,Non-Hispanic Black,34-36 weeks,I514,3,62275
2011,Non-Hispanic Black,34-36 weeks,I64,1,62275
2011,Non-Hispanic Black,34-36 weeks,I678,5,62275
2011,Non-Hispanic Black,34-36 weeks,J111,1,62275
2011,Non-Hispanic Black,34-36 weeks,J180,3,62275
2011,Non-Hispanic Black,34-36 weeks,J181,1,62275
2011,Non-Hispanic Black,34-36 weeks,J189,3,62275
2011,Non-Hispanic Black,34-36 weeks,J386,1,62275
2011,Non-Hispanic Black,34-36 weeks,J40,1,62275
2011,Non-Hispanic Black,34-36 weeks,J42,1,62275
2011,Non-Hispanic Black,34-36 weeks,J439,1,62275
2011,Non-Hispanic Black,34-36 weeks,J81,3,62275
2011,Non-Hispanic Black,34-36 weeks,J849,4,62275
2011,Non-Hispanic Black,34-36 weeks,J860,1,62275
2011,Non-Hispanic Black,34-36 weeks,J984,1,62275
2011,Non-Hispanic Black,34-36 weeks,K449,1,62275
2011,Non-Hispanic Black,34-36 weeks,K550,2,62275
2011,Non-Hispanic Black,34-36 weeks,K561,1,62275
2011,Non-Hispanic Black,34-36 weeks,K562,1,62275
2011,Non-Hispanic Black,34-36 weeks,K650,1,62275
2011,Non-Hispanic Black,34-36 weeks,P012,2,62275
2011,Non-Hispanic Black,34-36 weeks,P021,3,62275
2011,Non-Hispanic Black,34-36 weeks,P022,1,62275
2011,Non-Hispanic Black,34-36 weeks,P027,1,62275
2011,Non-Hispanic Black,34-36 weeks,P038,2,62275
2011,Non-Hispanic Black,34-36 weeks,P044,1,62275
2011,Non-Hispanic Black,34-36 weeks,P072,2,62275
2011,Non-Hispanic Black,34-36 weeks,P073,2,62275
2011,Non-Hispanic Black,34-36 weeks,P209,1,62275
2011,Non-Hispanic Black,34-36 weeks,P219,8,62275
2011,Non-Hispanic Black,34-36 weeks,P229,2,62275
2011,Non-Hispanic Black,34-36 weeks,P239,1,62275
2011,Non-Hispanic Black,34-36 weeks,P251,2,62275
2011,Non-Hispanic Black,34-36 weeks,P269,1,62275
2011,Non-Hispanic Black,34-36 weeks,P279,1,62275
2011,Non-Hispanic Black,34-36 weeks,P280,1,62275
2011,Non-Hispanic Black,34-36 weeks,P290,2,62275
2011,Non-Hispanic Black,34-36 weeks,P291,2,62275
2011,Non-Hispanic Black,34-36 weeks,P293,2,62275
2011,Non-Hispanic Black,34-36 weeks,P351,1,62275
2011,Non-Hispanic Black,34-36 weeks,P352,3,62275
2011,Non-Hispanic Black,34-36 weeks,P369,4,62275
2011,Non-Hispanic Black,34-36 weeks,P398,1,62275
2011,Non-Hispanic Black,34-36 weeks,P399,1,62275
2011,Non-Hispanic Black,34-36 weeks,P524,2,62275
2011,Non-Hispanic Black,34-36 weeks,P529,2,62275
2011,Non-Hispanic Black,34-36 weeks,P548,1,62275
2011,Non-Hispanic Black,34-36 weeks,P592,1,62275
2011,Non-Hispanic Black,34-36 weeks,P613,1,62275
2011,Non-Hispanic Black,34-36 weeks,P614,2,62275
2011,Non-Hispanic Black,34-36 weeks,P701,1,62275
2011,Non-Hispanic Black,34-36 weeks,P77,8,62275
2011,Non-Hispanic Black,34-36 weeks,P780,1,62275
2011,Non-Hispanic Black,34-36 weeks,P832,1,62275
2011,Non-Hispanic Black,34-36 weeks,P912,1,62275
2011,Non-Hispanic Black,34-36 weeks,P916,11,62275
2011,Non-Hispanic Black,34-36 weeks,P942,1,62275
2011,Non-Hispanic Black,34-36 weeks,P968,2,62275
2011,Non-Hispanic Black,34-36 weeks,P969,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q000,7,62275
2011,Non-Hispanic Black,34-36 weeks,Q019,2,62275
2011,Non-Hispanic Black,34-36 weeks,Q039,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q042,6,62275
2011,Non-Hispanic Black,34-36 weeks,Q043,2,62275
2011,Non-Hispanic Black,34-36 weeks,Q049,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q210,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q213,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q219,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q221,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q234,8,62275
2011,Non-Hispanic Black,34-36 weeks,Q245,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q246,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q249,18,62275
2011,Non-Hispanic Black,34-36 weeks,Q250,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q251,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q255,3,62275
2011,Non-Hispanic Black,34-36 weeks,Q321,2,62275
2011,Non-Hispanic Black,34-36 weeks,Q336,10,62275
2011,Non-Hispanic Black,34-36 weeks,Q339,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q349,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q391,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q400,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q433,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q438,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q442,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q601,2,62275
2011,Non-Hispanic Black,34-36 weeks,Q602,7,62275
2011,Non-Hispanic Black,34-36 weeks,Q606,3,62275
2011,Non-Hispanic Black,34-36 weeks,Q613,5,62275
2011,Non-Hispanic Black,34-36 weeks,Q614,4,62275
2011,Non-Hispanic Black,34-36 weeks,Q619,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q642,2,62275
2011,Non-Hispanic Black,34-36 weeks,Q771,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q780,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q789,3,62275
2011,Non-Hispanic Black,34-36 weeks,Q790,4,62275
2011,Non-Hispanic Black,34-36 weeks,Q792,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q793,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q798,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q870,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q878,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q897,10,62275
2011,Non-Hispanic Black,34-36 weeks,Q898,2,62275
2011,Non-Hispanic Black,34-36 weeks,Q899,6,62275
2011,Non-Hispanic Black,34-36 weeks,Q909,3,62275
2011,Non-Hispanic Black,34-36 weeks,Q913,15,62275
2011,Non-Hispanic Black,34-36 weeks,Q917,16,62275
2011,Non-Hispanic Black,34-36 weeks,Q928,2,62275
2011,Non-Hispanic Black,34-36 weeks,Q935,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q969,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q998,1,62275
2011,Non-Hispanic Black,34-36 weeks,Q999,3,62275
2011,Non-Hispanic Black,34-36 weeks,R090,2,62275
2011,Non-Hispanic Black,34-36 weeks,R509,1,62275
2011,Non-Hispanic Black,34-36 weeks,R579,1,62275
2011,Non-Hispanic Black,34-36 weeks,R628,1,62275
2011,Non-Hispanic Black,34-36 weeks,R95,87,62275
2011,Non-Hispanic Black,34-36 weeks,R99,33,62275
2011,Non-Hispanic Black,34-36 weeks,V436,1,62275
2011,Non-Hispanic Black,34-36 weeks,V892,2,62275
2011,Non-Hispanic Black,34-36 weeks,W65,2,62275
2011,Non-Hispanic Black,34-36 weeks,W75,26,62275
2011,Non-Hispanic Black,34-36 weeks,W79,1,62275
2011,Non-Hispanic Black,34-36 weeks,W80,2,62275
2011,Non-Hispanic Black,34-36 weeks,W83,2,62275
2011,Non-Hispanic Black,34-36 weeks,W84,6,62275
2011,Non-Hispanic Black,34-36 weeks,X91,2,62275
2011,Non-Hispanic Black,34-36 weeks,Y079,4,62275
2011,Non-Hispanic Black,34-36 weeks,Y09,4,62275
2011,Non-Hispanic Black,34-36 weeks,Y20,1,62275
2011,Non-Hispanic Black,34-36 weeks,Y34,2,62275
2011,Non-Hispanic Black,37-38 weeks,A090,2,163017
2011,Non-Hispanic Black,37-38 weeks,A415,1,163017
2011,Non-Hispanic Black,37-38 weeks,A419,3,163017
2011,Non-Hispanic Black,37-38 weeks,B349,1,163017
2011,Non-Hispanic Black,37-38 weeks,C64,1,163017
2011,Non-Hispanic Black,37-38 weeks,C719,1,163017
2011,Non-Hispanic Black,37-38 weeks,C749,1,163017
2011,Non-Hispanic Black,37-38 weeks,C920,1,163017
2011,Non-Hispanic Black,37-38 weeks,C925,1,163017
2011,Non-Hispanic Black,37-38 weeks,D489,2,163017
2011,Non-Hispanic Black,37-38 weeks,D571,2,163017
2011,Non-Hispanic Black,37-38 weeks,D573,1,163017
2011,Non-Hispanic Black,37-38 weeks,D689,2,163017
2011,Non-Hispanic Black,37-38 weeks,D761,2,163017
2011,Non-Hispanic Black,37-38 weeks,E271,1,163017
2011,Non-Hispanic Black,37-38 weeks,E46,1,163017
2011,Non-Hispanic Black,37-38 weeks,E713,2,163017
2011,Non-Hispanic Black,37-38 weeks,E831,1,163017
2011,Non-Hispanic Black,37-38 weeks,E86,2,163017
2011,Non-Hispanic Black,37-38 weeks,E889,2,163017
2011,Non-Hispanic Black,37-38 weeks,G002,1,163017
2011,Non-Hispanic Black,37-38 weeks,G039,2,163017
2011,Non-Hispanic Black,37-38 weeks,G129,1,163017
2011,Non-Hispanic Black,37-38 weeks,G419,1,163017
2011,Non-Hispanic Black,37-38 weeks,G712,1,163017
2011,Non-Hispanic Black,37-38 weeks,G809,1,163017
2011,Non-Hispanic Black,37-38 weeks,G919,1,163017
2011,Non-Hispanic Black,37-38 weeks,G931,3,163017
2011,Non-Hispanic Black,37-38 weeks,G938,1,163017
2011,Non-Hispanic Black,37-38 weeks,H669,1,163017
2011,Non-Hispanic Black,37-38 weeks,I219,1,163017
2011,Non-Hispanic Black,37-38 weeks,I270,2,163017
2011,Non-Hispanic Black,37-38 weeks,I272,2,163017
2011,Non-Hispanic Black,37-38 weeks,I288,1,163017
2011,Non-Hispanic Black,37-38 weeks,I339,1,163017
2011,Non-Hispanic Black,37-38 weeks,I420,2,163017
2011,Non-Hispanic Black,37-38 weeks,I469,1,163017
2011,Non-Hispanic Black,37-38 weeks,I499,1,163017
2011,Non-Hispanic Black,37-38 weeks,I500,1,163017
2011,Non-Hispanic Black,37-38 weeks,I509,1,163017
2011,Non-Hispanic Black,37-38 weeks,I514,3,163017
2011,Non-Hispanic Black,37-38 weeks,I515,1,163017
2011,Non-Hispanic Black,37-38 weeks,I517,1,163017
2011,Non-Hispanic Black,37-38 weeks,I518,1,163017
2011,Non-Hispanic Black,37-38 weeks,I678,4,163017
2011,Non-Hispanic Black,37-38 weeks,I739,1,163017
2011,Non-Hispanic Black,37-38 weeks,I772,1,163017
2011,Non-Hispanic Black,37-38 weeks,I788,1,163017
2011,Non-Hispanic Black,37-38 weeks,J041,1,163017
2011,Non-Hispanic Black,37-38 weeks,J111,1,163017
2011,Non-Hispanic Black,37-38 weeks,J120,1,163017
2011,Non-Hispanic Black,37-38 weeks,J129,3,163017
2011,Non-Hispanic Black,37-38 weeks,J180,5,163017
2011,Non-Hispanic Black,37-38 weeks,J189,3,163017
2011,Non-Hispanic Black,37-38 weeks,J209,1,163017
2011,Non-Hispanic Black,37-38 weeks,J219,1,163017
2011,Non-Hispanic Black,37-38 weeks,J40,1,163017
2011,Non-Hispanic Black,37-38 weeks,J840,1,163017
2011,Non-Hispanic Black,37-38 weeks,J849,1,163017
2011,Non-Hispanic Black,37-38 weeks,J90,1,163017
2011,Non-Hispanic Black,37-38 weeks,J988,1,163017
2011,Non-Hispanic Black,37-38 weeks,K318,2,163017
2011,Non-Hispanic Black,37-38 weeks,K449,1,163017
2011,Non-Hispanic Black,37-38 weeks,K561,1,163017
2011,Non-Hispanic Black,37-38 weeks,K631,1,163017
2011,Non-Hispanic Black,37-38 weeks,K660,1,163017
2011,Non-Hispanic Black,37-38 weeks,K729,1,163017
2011,Non-Hispanic Black,37-38 weeks,P000,1,163017
2011,Non-Hispanic Black,37-38 weeks,P012,1,163017
2011,Non-Hispanic Black,37-38 weeks,P021,3,163017
2011,Non-Hispanic Black,37-38 weeks,P022,1,163017
2011,Non-Hispanic Black,37-38 weeks,P025,1,163017
2011,Non-Hispanic Black,37-38 weeks,P026,1,163017
2011,Non-Hispanic Black,37-38 weeks,P031,1,163017
2011,Non-Hispanic Black,37-38 weeks,P038,1,163017
2011,Non-Hispanic Black,37-38 weeks,P059,1,163017
2011,Non-Hispanic Black,37-38 weeks,P073,1,163017
2011,Non-Hispanic Black,37-38 weeks,P209,3,163017
2011,Non-Hispanic Black,37-38 weeks,P219,4,163017
2011,Non-Hispanic Black,37-38 weeks,P220,1,163017
2011,Non-Hispanic Black,37-38 weeks,P239,2,163017
2011,Non-Hispanic Black,37-38 weeks,P240,4,163017
2011,Non-Hispanic Black,37-38 weeks,P251,1,163017
2011,Non-Hispanic Black,37-38 weeks,P271,1,163017
2011,Non-Hispanic Black,37-38 weeks,P280,1,163017
2011,Non-Hispanic Black,37-38 weeks,P284,1,163017
2011,Non-Hispanic Black,37-38 weeks,P285,1,163017
2011,Non-Hispanic Black,37-38 weeks,P288,1,163017
2011,Non-Hispanic Black,37-38 weeks,P290,2,163017
2011,Non-Hispanic Black,37-38 weeks,P291,1,163017
2011,Non-Hispanic Black,37-38 weeks,P293,1,163017
2011,Non-Hispanic Black,37-38 weeks,P298,1,163017
2011,Non-Hispanic Black,37-38 weeks,P351,1,163017
2011,Non-Hispanic Black,37-38 weeks,P352,4,163017
2011,Non-Hispanic Black,37-38 weeks,P369,5,163017
2011,Non-Hispanic Black,37-38 weeks,P393,1,163017
2011,Non-Hispanic Black,37-38 weeks,P523,1,163017
2011,Non-Hispanic Black,37-38 weeks,P529,1,163017
2011,Non-Hispanic Black,37-38 weeks,P549,1,163017
2011,Non-Hispanic Black,37-38 weeks,P599,1,163017
2011,Non-Hispanic Black,37-38 weeks,P77,2,163017
2011,Non-Hispanic Black,37-38 weeks,P780,1,163017
2011,Non-Hispanic Black,37-38 weeks,P832,2,163017
2011,Non-Hispanic Black,37-38 weeks,P910,1,163017
2011,Non-Hispanic Black,37-38 weeks,P916,7,163017
2011,Non-Hispanic Black,37-38 weeks,P960,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q000,4,163017
2011,Non-Hispanic Black,37-38 weeks,Q018,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q02,2,163017
2011,Non-Hispanic Black,37-38 weeks,Q031,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q039,3,163017
2011,Non-Hispanic Black,37-38 weeks,Q042,3,163017
2011,Non-Hispanic Black,37-38 weeks,Q043,2,163017
2011,Non-Hispanic Black,37-38 weeks,Q049,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q079,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q201,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q203,2,163017
2011,Non-Hispanic Black,37-38 weeks,Q204,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q210,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q213,4,163017
2011,Non-Hispanic Black,37-38 weeks,Q224,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q225,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q226,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q234,17,163017
2011,Non-Hispanic Black,37-38 weeks,Q240,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q245,2,163017
2011,Non-Hispanic Black,37-38 weeks,Q246,2,163017
2011,Non-Hispanic Black,37-38 weeks,Q248,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q249,30,163017
2011,Non-Hispanic Black,37-38 weeks,Q255,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q256,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q262,2,163017
2011,Non-Hispanic Black,37-38 weeks,Q263,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q279,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q321,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q336,6,163017
2011,Non-Hispanic Black,37-38 weeks,Q339,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q431,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q559,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q601,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q602,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q605,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q606,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q613,4,163017
2011,Non-Hispanic Black,37-38 weeks,Q614,3,163017
2011,Non-Hispanic Black,37-38 weeks,Q642,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q643,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q688,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q759,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q771,3,163017
2011,Non-Hispanic Black,37-38 weeks,Q772,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q780,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q789,5,163017
2011,Non-Hispanic Black,37-38 weeks,Q790,10,163017
2011,Non-Hispanic Black,37-38 weeks,Q792,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q798,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q799,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q819,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q878,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q893,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q897,7,163017
2011,Non-Hispanic Black,37-38 weeks,Q898,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q899,3,163017
2011,Non-Hispanic Black,37-38 weeks,Q909,2,163017
2011,Non-Hispanic Black,37-38 weeks,Q913,19,163017
2011,Non-Hispanic Black,37-38 weeks,Q917,16,163017
2011,Non-Hispanic Black,37-38 weeks,Q933,1,163017
2011,Non-Hispanic Black,37-38 weeks,Q999,1,163017
2011,Non-Hispanic Black,37-38 weeks,R298,1,163017
2011,Non-Hispanic Black,37-38 weeks,R568,1,163017
2011,Non-Hispanic Black,37-38 weeks,R579,2,163017
2011,Non-Hispanic Black,37-38 weeks,R628,1,163017
2011,Non-Hispanic Black,37-38 weeks,R95,156,163017
2011,Non-Hispanic Black,37-38 weeks,R98,1,163017
2011,Non-Hispanic Black,37-38 weeks,R99,73,163017
2011,Non-Hispanic Black,37-38 weeks,V476,1,163017
2011,Non-Hispanic Black,37-38 weeks,V486,2,163017
2011,Non-Hispanic Black,37-38 weeks,V496,2,163017
2011,Non-Hispanic Black,37-38 weeks,V499,1,163017
2011,Non-Hispanic Black,37-38 weeks,V892,3,163017
2011,Non-Hispanic Black,37-38 weeks,W23,1,163017
2011,Non-Hispanic Black,37-38 weeks,W65,1,163017
2011,Non-Hispanic Black,37-38 weeks,W75,56,163017
2011,Non-Hispanic Black,37-38 weeks,W78,1,163017
2011,Non-Hispanic Black,37-38 weeks,W80,1,163017
2011,Non-Hispanic Black,37-38 weeks,W83,2,163017
2011,Non-Hispanic Black,37-38 weeks,W84,9,163017
2011,Non-Hispanic Black,37-38 weeks,X00,1,163017
2011,Non-Hispanic Black,37-38 weeks,X37,1,163017
2011,Non-Hispanic Black,37-38 weeks,X599,3,163017
2011,Non-Hispanic Black,37-38 weeks,X85,1,163017
2011,Non-Hispanic Black,37-38 weeks,X89,1,163017
2011,Non-Hispanic Black,37-38 weeks,X91,1,163017
