year,imr_black,imr_white,total_difference,composition_effect,rate_effect,composition_pct,rate_pct,imr_black_lo,imr_black_hi,imr_white_lo,imr_white_hi,total_difference_lo,total_difference_hi,composition_effect_lo,composition_effect_hi,rate_effect_lo,rate_effect_hi,composition_pct_lo,composition_pct_hi,rate_pct_lo,rate_pct_hi
2013,10.876808138063321,4.940532633059294,5.936275505004027,4.947364373248261,0.9889111317557631,83.34121907040608,16.65878092959387,10.611603076568112,11.138526491235014,4.838227365357172,5.0395035243063075,5.638061541908125,6.199833712980783,4.849213835972186,5.0490505319000265,0.7072791362052839,1.2383769301037466,79.90464655309196,87.41723017510654,12.58276982489344,20.095353446908007
2014,10.980794173951068,4.872374911944295,6.108419262006773,4.954485909747071,1.1539333522597,81.10913310360091,18.89086689639904,10.703288910445073,11.256416333219427,4.775923624189263,4.974223359691709,5.823526004006967,6.38895195107351,4.848964625904076,5.060412815006149,0.8886324147173511,1.4133514161794722,77.80377921974137,84.81496556539186,15.18503443460813,22.196220780258603
2015,11.131151485329422,4.823397864550217,6.307753620779205,5.019561325271274,1.2881922955079297,79.57763773042234,20.422362269577636,10.864902952930045,11.386274293426053,4.730316030002509,4.920852425949881,6.02598786943997,6.579262721955729,4.910025023311815,5.12332170107757,1.0295908853175282,1.5447805481093384,76.53639979512191,82.9683599020799,17.03164009792003,23.4636002048781
2016,11.114971101075135,4.764392537510193,6.350578563564942,5.008419438016478,1.342159125548468,78.86556142697283,21.134438573027232,10.846681798627325,11.395860370763037,4.671062589411702,4.854304700431129,6.073872967237648,6.63396857694743,4.901650698526494,5.111121011821009,1.0882580816372749,1.6047406415772705,75.85666918992791,82.25519234983611,17.744807650163853,24.143330810072083
2017,10.764424705483835,4.597807679870085,6.16661702561375,4.830019380746732,1.3365976448670178,78.32526911732468,21.674730882675323,10.513371293792087,11.042272680836422,4.501083970434606,4.6935239818384575,5.893989198924702,6.456720150408866,4.720593499918507,4.9370301143278095,1.0743459116472651,1.6097134510688296,74.93196105570966,81.83426399209198,18.165736007908006,25.068038944290343
2018,10.548273596187693,4.541971302743033,6.00630229344466,4.874772398682788,1.131529894761874,81.16095661723794,18.839043382762092,10.302450585115196,10.830410336033957,4.4444894680636065,4.6343110411706245,5.737177788579564,6.292583014279201,4.769698209396736,4.980516050934544,0.8796172631109737,1.4036029606229,77.5823641937873,84.82687881582662,15.173121184173334,22.417635806212655
2019,10.425415641241,4.397446610105117,6.027969031135884,4.762179286659555,1.2657897444763289,79.00138939104986,20.998610608950145,10.153914711480976,10.70049257108905,4.306278436847606,4.4891386631112695,5.748933268783105,6.306902122633374,4.655563347700746,4.870512804102208,0.9976229735425679,1.5295024736288407,75.71497855984106,82.81614094841797,17.183859051582022,24.28502144015888
2020,10.22131315507859,4.312874491105853,5.9084386639727375,4.5283326713483225,1.3801059926244148,76.64178184602743,23.358218153972576,9.957384315302937,10.519252954257396,4.217574228587792,4.400552910291992,5.633110030871689,6.194689382937384,4.4206482531042255,4.633621503720043,1.125961958289201,1.6431815020196043,73.3318896191908,80.11000246665354,19.889997533346495,26.668110380809164
2021,10.26962866419187,4.2568729709561035,6.012755693235767,4.247580912336177,1.765174780899592,70.6428321562212,29.357167843778836,9.994171816027215,10.541206521359666,4.164881674983045,4.350432224884503,5.723356716095041,6.305912826952908,4.147858547083579,4.348879892705983,1.4826090573407493,2.0370229855360034,67.45452442846447,74.10803286024958,25.891967139750413,32.54547557153553
2022,10.638924792859191,4.406160231638138,6.232764561221053,4.422796386787561,1.8099681744334941,70.96042764562723,29.0395723543728,10.354093903833235,10.913983035865117,4.305883981468513,4.496626848638994,5.934918049671096,6.531812669712785,4.319110736068798,4.518493619040987,1.5410565230234714,2.1002546343626265,67.74082548057784,74.13964023519647,25.86035976480353,32.25917451942217
2023,10.600295099790323,4.379537462921544,6.220757636868779,4.359407586316461,1.8613500505523195,70.0784026768606,29.92159732313942,10.307903115714268,10.902751948598684,4.27849603888432,4.472145906005236,5.907531527666031,6.558260371772349,4.252778015426568,4.460874830691435,1.5679265414579981,2.1748630828900737,66.70827912899267,73.52577456828406,26.47422543171587,33.29172087100734
2024,10.734124961777596,4.295622561415472,6.438502400362124,4.446402230568589,1.9921001697935337,69.0595724608025,30.940427539197486,10.438909981993,11.056945010702272,4.195955002312681,4.383979927502225,6.119722532413147,6.784929947412176,4.337231541278596,4.5542432118002765,1.6981173433710406,2.3161503664689214,65.80827502022358,72.23662589130718,27.763374108692766,34.191724979776424
