year,mother_age_group,imr_black,imr_white,total_difference,composition_effect,rate_effect,composition_pct,rate_pct
2024,Under 20,14.625023377594914,9.541940959240316,5.083082418354598,3.3169675532841136,1.7661148650704854,65.25504173032515,34.74495826967487
2024,20-24,12.542330364981812,5.857189095177373,6.685141269804439,4.0344230467297715,2.650718223074669,60.34910683118281,39.65089316881722
2024,25-29,10.169491525423728,4.050043947714316,6.119447577709412,4.2624384063495695,1.8570091713598444,69.65397369978051,30.34602630021952
2024,30-34,9.39600473721775,3.5939070855897333,5.802097651628016,4.544316168917,1.2577814827110136,78.32195253800849,21.678047461991465
2024,35-39,9.934567507181615,3.80028337915568,6.134284128025936,4.6119419374525235,1.522342190573413,75.18305055975105,24.816949440248955
2024,40 and over,11.7917097979207,5.249381579704309,6.54232821821639,4.787185757696846,1.7551424605195423,73.17250981642064,26.82749018357933
