year,cause_of_death,composition_effect,rate_effect,gap,composition_lo,composition_hi,rate_lo,rate_hi,gap_lo,gap_hi
2013,Circulatory diseases,0.06595808610051845,0.04763552032326784,0.1135936064237863,0.055204818664146456,0.07751761701759888,0.01239020342103768,0.08511295907403633,0.07728281786719421,0.15183779373398917
2013,Maternal complications,0.5617632515991913,-0.02119391772059219,0.5405693338785991,0.5278313646075585,0.5958503787353899,-0.08406379678450492,0.045682072677717164,0.4717960927779437,0.6126445779770461
2013,Placenta/cord/membranes,0.32179141609136086,-0.056233929597496415,0.26555748649386446,0.29605057676944435,0.35008317756018525,-0.1091582218244851,-0.003422713316708417,0.20980195575566069,0.3185020777316172
2013,Short gestation/LBW,1.6273721814527784,0.18344409757578387,1.8108162790285622,1.5679929509000208,1.685772089640386,0.06873871457519184,0.3003424795913263,1.6799470664417013,1.9567268926261985
2013,Hypoxia and birth asphyxia,0.06570661669523323,-0.024663102128102833,0.041043514567130394,0.05437731776429569,0.07732845642713906,-0.05380944161386231,0.002236339254484865,0.011786060690806026,0.07224396171141043
2013,Respiratory distress,0.19190267940774353,-0.059569649024658285,0.13233303038308525,0.1731467257812189,0.21005150501218683,-0.09791330456632842,-0.01954895946403991,0.09208089456263252,0.1773294785510436
2013,Hemorrhage,0.12463982197180583,-0.03759684877851155,0.08704297319329428,0.10962313440087679,0.1405196106721199,-0.06967550046283498,-0.0056249335104580234,0.0525876520470545,0.12294532322675226
2013,Necrotizing enterocolitis,0.1155119099503934,0.03168791634754918,0.1471998262979426,0.10044585896804108,0.13157668057052765,-0.0010956967481139564,0.06514802995017871,0.10804621808336234,0.1857370443274819
2013,Congenital malformations,0.4384766828545823,-0.1763031232935996,0.2621735595609827,0.41301643941079086,0.4655882998671249,-0.27861198856965247,-0.07588755587003612,0.1575649683801113,0.3666092670625398
2013,SIDS (R95),0.039027758973372004,0.28809448124006637,0.3271222402134384,0.028903658987393856,0.04978422291006698,0.21671840300708195,0.36407247243300783,0.2569115647399096,0.4041492747202393
2013,Ill-defined/unspecified (R99),0.037057237259805774,0.2181269371532495,0.25518417441305524,0.028397576239918232,0.04601932118130382,0.1598692113437766,0.2781817658257924,0.19424037091928104,0.3153778023508019
2013,Unintentional injuries,0.012338769304153646,0.060313630930390896,0.07265240023454454,0.006944414760093842,0.01772414507879579,0.027564439512661926,0.09196030032621241,0.03880938605928544,0.1052448730972563
2013,Accidental suffocation in bed (W75),0.022105963246684103,0.26569069693494496,0.2877966601816291,0.014316747432594245,0.030317030355774748,0.20973956305417096,0.3205924267285787,0.22954004681833062,0.344833210210249
2013,Assault (homicide),0.007185205337357992,0.08386619900054307,0.09105140433790106,0.002566370153322579,0.011744640433134139,0.05235873375080889,0.11768610247721879,0.05846946077597972,0.12471364717000664
2014,Infection,0.3191488819512876,0.10872991518289425,0.42787879713418187,0.2939200719790904,0.3448916538410863,0.048389760500725916,0.16608710778956937,0.3575820979339452,0.4960944699549325
2014,Other,0.9257409659095875,0.05480370887330768,0.9805446747828952,0.8808255179626033,0.9691563161392799,-0.05160681705523593,0.1590869289864688,0.86286630043789,1.1030291689249256
2014,Circulatory diseases,0.05696161920705673,0.08407880288407943,0.14104042209113615,0.04640654400813744,0.06758543851726412,0.045668349480175764,0.12566440122893002,0.10355073158600243,0.18390898520965798
2014,Maternal complications,0.5807506124544708,0.0286736843755417,0.6094242968300125,0.5439652011218559,0.6187064126700605,-0.04387171574927291,0.09638716456161296,0.5278032345995523,0.6928250122248647
2014,Placenta/cord/membranes,0.31946876756583864,-0.008235082366397212,0.31123368519944145,0.2938723679967926,0.3466420738908703,-0.05865232813218466,0.04322102851054605,0.25327468633496514,0.3710192339146737
2014,Short gestation/LBW,1.6172940911120959,0.2102614143948612,1.827555505506957,1.5553848529635337,1.6782646631461335,0.09742607182941879,0.32577873022521253,1.6888577358909458,1.9677813307464187
2014,Hypoxia and birth asphyxia,0.06435679160784703,-0.006737607578541839,0.057619184029305194,0.0533519552560588,0.07724291876374151,-0.03675812974654014,0.022263317906025336,0.025759253313082122,0.08961204796229155
2014,Respiratory distress,0.18274179052913925,-0.025403126838336645,0.1573386636908026,0.16192779644731894,0.20313387801806398,-0.06527368427700178,0.013711831576169226,0.11250646325882716,0.20571875140725876
2014,Hemorrhage,0.14438833689059752,-0.05294601153652592,0.0914423253540716,0.1254132076695447,0.1605816064261827,-0.0913908811833065,-0.018885047898720177,0.05299085641597868,0.12955463044167398
2014,Necrotizing enterocolitis,0.12699426526724789,0.03325912977400626,0.16025339504125413,0.10848711021454222,0.14416529667778502,-3.757559291213634e-4,0.06938029089735398,0.11824595460658228,0.20398870548796993
2014,Congenital malformations,0.449648069226096,-0.09030769222594955,0.3593403770001465,0.4227008798282238,0.476898374942793,-0.1975109409299445,0.014444399030039412,0.2540081472422945,0.4678419503967044
2014,SIDS (R95),0.04083976041860507,0.2513271925836614,0.29216695300226647,0.03116804640572721,0.05139656104753485,0.17807150357357382,0.3265152163462876,0.2180618386395646,0.363370563641894
2014,Ill-defined/unspecified (R99),0.04090928992157554,0.2876354613862054,0.32854475130778094,0.030919760950825572,0.05100272578135342,0.22415630238872652,0.35592463732487,0.2632641300793204,0.3981487084417591
2014,Unintentional injuries,0.012360841744658924,0.03987904539464008,0.052239887139299,0.006984581686727693,0.018134891417284357,0.00974391977938014,0.07260087436763295,0.020025813314581288,0.08678672307226135
2014,Accidental suffocation in bed (W75),0.027162331434754872,0.23975969872010794,0.2669220301548628,0.019579459032644457,0.03507473046099622,0.17824260426103797,0.30033102568114217,0.2053180776100043,0.3292782248062551
2014,Assault (homicide),0.006564015501389341,0.0383102982409654,0.04487431374235474,0.002241248859012187,0.01101021744852072,0.010893120030424253,0.06691495669306764,0.016827011815270184,0.07476856942569565
2015,Infection,0.3771639452037134,0.11990278012029343,0.4970667253240068,0.34727792867190016,0.40702518111352304,0.05384034207792978,0.18286503139368115,0.42365492397182997,0.5723228168039242
2015,Other,0.9948487304345129,0.11456610046883019,1.1094148309033431,0.9485298342808881,1.0406603575898488,-0.007087375282232976,0.23262854677386036,0.9758012681754373,1.2375602411808524
2015,Circulatory diseases,0.05626187121242992,0.06609868420085846,0.12236055541328839,0.04511387151973655,0.06834138733982545,0.028409399851647987,0.10792236310804332,0.0839433388503281,0.1646029432479902
2015,Maternal complications,0.5464302770330548,-0.04951150548409611,0.4969187715489587,0.5119556183273963,0.5808122021459743,-0.11373601374167311,0.018092209453738607,0.4242790486692417,0.5756206385205568
2015,Placenta/cord/membranes,0.2867773375186505,-0.053813080542787974,0.2329642569758625,0.26120531558516213,0.3134610656183702,-0.10433089580457308,0.0016975613605663973,0.17777668654431905,0.28943129278533986
2015,Short gestation/LBW,1.6162736994210316,0.16279112606267115,1.7790648254837027,1.5573095433665531,1.6784673827313379,0.045647040597946616,0.2740594980714365,1.6401765339774725,1.913304900125989
2015,Hypoxia and birth asphyxia,0.06602076433039163,0.02441186124323235,0.09043262557362397,0.05415631919226105,0.07877166995112592,-0.004527276345354645,0.05597118872261949,0.056888116904390856,0.12461281853681573
